sample,mean_parse_height,num_parses,type,length
t39 t43 t80 t11 t285,,,negative,5
t137 t192 t204 t10 t105,,,negative,5
t163 t56 t8 t172 t93,,,negative,5
t190 t79 t207 t254 t263,,,negative,5
t17 t39 t273 t274 t28,,,negative,5
t158 t75 t230 t195 t44 t285,7.0,1.0,positive,6
t158 t235 t80 t3 t280 t285,7.0,1.0,positive,6
t26 t235 t80 t3 t299 t285,7.0,1.0,positive,6
t26 t232 t80 t3 t280 t285,7.0,1.0,positive,6
t199 t289 t232 t181 t299 t285,6.0,1.0,positive,6
t158 t232 t80 t3 t280 t285,7.0,1.0,positive,6
t26 t235 t181 t205 t123 t285,7.0,1.0,positive,6
t26 t232 t80 t194 t299 t285,7.0,1.0,positive,6
t158 t235 t80 t3 t299 t285,7.0,1.0,positive,6
t158 t235 t80 t143 t280 t285,7.0,1.0,positive,6
t193 t141 t273 t299 t13 t78,,,negative,6
t149 t72 t27 t174 t250 t220,,,negative,6
t78 t148 t61 t65 t249 t241,,,negative,6
t158 t186 t173 t151 t211 t262,,,negative,6
t236 t283 t252 t262 t274 t122,,,negative,6
t69 t247 t98 t1 t290 t31,,,negative,6
t253 t175 t33 t216 t272 t85,,,negative,6
t241 t299 t141 t116 t162 t207,,,negative,6
t70 t95 t183 t254 t29 t31,,,negative,6
t17 t108 t182 t231 t94 t152,,,negative,6
t199 t115 t232 t80 t143 t280 t285,7.0,1.0,positive,7
t26 t235 t181 t87 t11 t123 t285,8.0,1.0,positive,7
t199 t289 t235 t80 t3 t280 t285,7.0,1.0,positive,7
t199 t289 t235 t80 t194 t280 t285,7.0,1.0,positive,7
t158 t232 t80 t143 t205 t123 t285,7.0,1.0,positive,7
t158 t232 t80 t3 t205 t123 t285,7.0,1.0,positive,7
t26 t235 t181 t87 t89 t123 t285,8.0,1.0,positive,7
t199 t289 t232 t80 t3 t280 t285,7.0,1.0,positive,7
t26 t232 t80 t3 t205 t123 t285,7.0,1.0,positive,7
t199 t289 t232 t80 t143 t299 t285,7.0,1.0,positive,7
t280 t274 t191 t52 t144 t188 t250,,,negative,7
t156 t169 t2 t89 t79 t280 t78,,,negative,7
t275 t280 t257 t76 t254 t1 t128,,,negative,7
t98 t118 t145 t153 t248 t98 t34,,,negative,7
t39 t57 t27 t257 t50 t148 t104,,,negative,7
t73 t35 t71 t240 t248 t7 t96,,,negative,7
t20 t22 t193 t294 t91 t79 t194,,,negative,7
t273 t77 t114 t99 t286 t280 t37,,,negative,7
t196 t31 t67 t99 t239 t160 t250,,,negative,7
t22 t119 t155 t259 t160 t82 t66,,,negative,7
t158 t232 t80 t194 t285 t122 t280 t285,9.0,1.0,positive,8
t199 t115 t235 t143 t39 t194 t280 t285,8.0,1.0,positive,8
t158 t235 t80 t122 t285 t143 t280 t285,9.0,1.0,positive,8
t158 t235 t80 t122 t285 t143 t299 t285,9.0,1.0,positive,8
t199 t289 t232 t181 t87 t89 t123 t285,8.0,1.0,positive,8
t158 t235 t80 t3 t87 t89 t123 t285,8.0,1.0,positive,8
t158 t235 t80 t3 t87 t218 t123 t285,8.0,1.0,positive,8
t158 t235 t80 t122 t285 t199 t280 t285,9.0,1.0,positive,8
t26 t232 t80 t122 t285 t122 t299 t285,9.0,1.0,positive,8
t158 t235 t80 t194 t285 t194 t280 t285,9.0,1.0,positive,8
t201 t188 t215 t250 t185 t200 t190 t122,,,negative,8
t43 t232 t132 t168 t253 t158 t125 t111,,,negative,8
t169 t37 t232 t226 t16 t143 t164 t266,,,negative,8
t80 t239 t290 t63 t39 t35 t0 t283,,,negative,8
t249 t51 t120 t294 t141 t26 t105 t32,,,negative,8
t98 t153 t285 t216 t148 t56 t30 t72,,,negative,8
t143 t62 t87 t123 t259 t10 t177 t297,,,negative,8
t223 t191 t124 t215 t115 t200 t3 t87,,,negative,8
t94 t200 t262 t26 t290 t69 t31 t250,,,negative,8
t228 t120 t240 t259 t193 t2 t286 t35,,,negative,8
t158 t235 t143 t39 t122 t285 t122 t299 t285,9.0,1.0,positive,9
t26 t232 t143 t39 t199 t285 t194 t299 t285,9.0,1.0,positive,9
t26 t232 t143 t39 t194 t285 t199 t280 t285,9.0,1.0,positive,9
t158 t235 t143 t39 t199 t285 t194 t280 t285,9.0,1.0,positive,9
t158 t235 t143 t39 t143 t285 t194 t280 t285,9.0,1.0,positive,9
t199 t289 t235 t80 t194 t87 t218 t123 t285,8.0,1.0,positive,9
t158 t232 t181 t87 t11 t5 t276 t123 t285,10.0,1.0,positive,9
t158 t235 t143 t39 t194 t285 t199 t280 t285,9.0,1.0,positive,9
t26 t232 t80 t143 t285 t143 t205 t123 t285,9.0,1.0,positive,9
t158 t235 t181 t87 t11 t1 t276 t123 t285,10.0,1.0,positive,9
t29 t223 t28 t280 t176 t124 t28 t173 t296,,,negative,9
t253 t89 t272 t164 t93 t104 t150 t199 t148,,,negative,9
t8 t64 t79 t204 t263 t73 t9 t106 t241,,,negative,9
t93 t269 t297 t155 t195 t282 t105 t26 t244,,,negative,9
t144 t259 t257 t174 t183 t1 t119 t286 t264,,,negative,9
t134 t55 t265 t211 t297 t37 t184 t93 t248,,,negative,9
t30 t58 t155 t241 t120 t148 t282 t138 t174,,,negative,9
t160 t204 t219 t215 t218 t90 t134 t12 t175,,,negative,9
t185 t22 t230 t239 t80 t297 t11 t267 t148,,,negative,9
t149 t89 t91 t266 t204 t144 t244 t22 t56,,,negative,9
t26 t232 t143 t39 t143 t285 t122 t205 t123 t285,9.0,1.0,positive,10
t26 t232 t143 t282 t149 t162 t267 t3 t280 t285,11.0,1.0,positive,10
t26 t232 t143 t282 t149 t98 t285 t143 t280 t285,11.0,1.0,positive,10
t26 t235 t143 t39 t143 t285 t194 t205 t123 t285,9.0,1.0,positive,10
t26 t232 t181 t87 t205 t71 t5 t276 t123 t285,11.0,1.0,positive,10
t158 t235 t80 t122 t285 t235 t181 t280 t299 t285,10.0,1.0,positive,10
t26 t235 t143 t184 t294 t62 t267 t194 t299 t285,11.0,1.0,positive,10
t26 t235 t143 t282 t149 t153 t267 t143 t299 t285,11.0,1.0,positive,10
t26 t232 t80 t235 t181 t299 t285 t122 t280 t285,11.0,1.0,positive,10
t158 t235 t143 t39 t122 t285 t199 t205 t123 t285,9.0,1.0,positive,10
t196 t198 t84 t240 t1 t72 t279 t115 t168 t203,,,negative,10
t183 t41 t84 t186 t293 t96 t49 t184 t89 t259,,,negative,10
t223 t234 t218 t3 t0 t90 t253 t136 t120 t95,,,negative,10
t111 t91 t207 t90 t289 t289 t16 t76 t76 t198,,,negative,10
t79 t49 t266 t107 t136 t17 t41 t5 t210 t184,,,negative,10
t200 t88 t210 t52 t222 t150 t134 t285 t28 t220,,,negative,10
t89 t5 t257 t201 t57 t145 t149 t191 t16 t194,,,negative,10
t39 t239 t63 t287 t228 t166 t7 t222 t220 t32,,,negative,10
t187 t200 t240 t172 t91 t145 t180 t27 t164 t32,,,negative,10
t114 t235 t203 t241 t187 t269 t132 t239 t120 t177,,,negative,10
t199 t289 t235 t143 t282 t149 t98 t285 t194 t280 t285,11.0,1.0,positive,11
t26 t235 t143 t39 t194 t285 t122 t87 t11 t123 t285,9.0,1.0,positive,11
t158 t232 t143 t184 t2 t82 t173 t267 t143 t280 t285,12.0,1.0,positive,11
t26 t235 t143 t282 t88 t241 t280 t285 t143 t280 t285,12.0,1.0,positive,11
t158 t235 t143 t184 t2 t82 t173 t285 t194 t280 t285,12.0,1.0,positive,11
t158 t235 t143 t184 t2 t82 t173 t267 t194 t299 t285,12.0,1.0,positive,11
t199 t289 t235 t143 t39 t194 t285 t122 t205 t123 t285,9.0,1.0,positive,11
t199 t115 t235 t80 t232 t181 t280 t285 t122 t299 t285,11.0,1.0,positive,11
t158 t232 t143 t39 t199 t285 t235 t181 t299 t280 t285,10.0,1.0,positive,11
t158 t235 t80 t199 t285 t263 t230 t195 t44 t299 t285,11.0,1.0,positive,11
t138 t111 t278 t215 t241 t234 t105 t93 t171 t12 t3,,,negative,11
t10 t218 t293 t222 t266 t104 t264 t253 t20 t194 t257,,,negative,11
t66 t253 t81 t296 t203 t61 t128 t299 t174 t108 t279,,,negative,11
t153 t104 t121 t98 t278 t33 t158 t85 t186 t107 t145,,,negative,11
t274 t96 t253 t22 t283 t136 t199 t132 t37 t82 t73,,,negative,11
t200 t198 t102 t65 t177 t103 t175 t75 t285 t191 t15,,,negative,11
t293 t15 t134 t259 t124 t40 t72 t108 t94 t79 t50,,,negative,11
t32 t231 t172 t99 t40 t266 t276 t32 t51 t75 t176,,,negative,11
t282 t163 t204 t88 t223 t17 t203 t58 t201 t164 t283,,,negative,11
t194 t93 t16 t145 t21 t128 t112 t26 t41 t201 t144,,,negative,11
t158 t235 t80 t194 t87 t205 t161 t73 t1 t276 t123 t285,12.0,1.0,positive,12
t26 t232 t80 t235 t181 t280 t285 t194 t87 t218 t123 t285,11.0,1.0,positive,12
t199 t115 t232 t143 t282 t149 t98 t267 t194 t205 t123 t285,11.0,1.0,positive,12
t199 t115 t232 t143 t184 t294 t27 t173 t285 t194 t280 t285,12.0,1.0,positive,12
t26 t235 t80 t235 t181 t280 t285 t235 t181 t280 t299 t285,11.0,1.0,positive,12
t199 t289 t232 t143 t282 t150 t34 t153 t285 t194 t280 t285,12.0,1.0,positive,12
t26 t232 t143 t282 t149 t98 t267 t194 t87 t11 t123 t285,11.0,1.0,positive,12
t158 t232 t143 t282 t150 t84 t98 t267 t194 t205 t123 t285,12.0,1.0,positive,12
t158 t232 t143 t184 t2 t62 t267 t194 t87 t218 t123 t285,11.0,1.0,positive,12
t26 t235 t181 t87 t87 t11 t161 t73 t198 t276 t123 t285,12.0,1.0,positive,12
t164 t290 t77 t151 t193 t95 t198 t294 t181 t66 t228 t128,,,negative,12
t76 t107 t297 t267 t76 t3 t161 t103 t207 t10 t81 t289,,,negative,12
t5 t163 t183 t262 t168 t9 t33 t43 t30 t280 t203 t265,,,negative,12
t253 t185 t169 t125 t223 t211 t49 t194 t156 t143 t6 t94,,,negative,12
t140 t78 t144 t134 t136 t57 t282 t189 t166 t177 t180 t30,,,negative,12
t134 t231 t88 t206 t31 t161 t7 t13 t6 t152 t76 t162,,,negative,12
t118 t216 t96 t72 t295 t290 t59 t169 t273 t76 t95 t88,,,negative,12
t20 t2 t190 t247 t112 t7 t64 t184 t91 t155 t223 t116,,,negative,12
t93 t196 t26 t274 t29 t279 t161 t276 t263 t10 t189 t181,,,negative,12
t27 t215 t160 t96 t272 t50 t13 t173 t143 t250 t132 t189,,,negative,12
t199 t289 t235 t143 t282 t149 t29 t96 t12 t267 t194 t280 t285,13.0,1.0,positive,13
t26 t235 t80 t219 t195 t44 t285 t291 t28 t195 t44 t280 t285,11.0,1.0,positive,13
t26 t232 t143 t39 t235 t181 t87 t89 t123 t285 t199 t280 t285,13.0,1.0,positive,13
t158 t235 t181 t87 t0 t116 t31 t136 t204 t11 t276 t123 t285,12.0,1.0,positive,13
t158 t232 t143 t39 t194 t285 t232 t181 t299 t87 t218 t123 t285,10.0,1.0,positive,13
t26 t232 t80 t194 t285 t143 t87 t295 t31 t152 t276 t123 t285,11.0,1.0,positive,13
t26 t232 t80 t122 t285 t235 t80 t194 t285 t143 t280 t299 t285,13.0,1.0,positive,13
t158 t235 t80 t235 t181 t205 t123 t285 t143 t87 t11 t123 t285,12.0,1.0,positive,13
t26 t235 t143 t282 t176 t264 t48 t63 t280 t267 t194 t299 t285,14.0,1.0,positive,13
t26 t235 t143 t184 t2 t27 t173 t285 t194 t285 t143 t299 t285,12.0,1.0,positive,13
t299 t107 t34 t79 t77 t80 t11 t94 t296 t72 t287 t267 t285,,,negative,13
t252 t215 t112 t230 t88 t283 t119 t96 t168 t171 t39 t88 t98,,,negative,13
t104 t94 t248 t218 t39 t221 t124 t149 t126 t0 t70 t185 t66,,,negative,13
t206 t158 t84 t0 t222 t77 t120 t7 t184 t118 t123 t263 t72,,,negative,13
t12 t112 t160 t289 t244 t107 t205 t166 t90 t199 t114 t187 t201,,,negative,13
t207 t114 t35 t248 t112 t27 t37 t265 t172 t115 t44 t215 t7,,,negative,13
t164 t206 t203 t190 t253 t58 t287 t264 t196 t45 t226 t96 t171,,,negative,13
t111 t89 t190 t0 t5 t7 t107 t155 t280 t30 t20 t250 t285,,,negative,13
t299 t85 t155 t84 t161 t249 t84 t230 t126 t12 t278 t181 t91,,,negative,13
t196 t235 t98 t191 t114 t125 t103 t248 t56 t124 t15 t216 t291,,,negative,13
t199 t115 t232 t143 t184 t2 t82 t173 t285 t194 t87 t89 t123 t285,12.0,1.0,positive,14
t26 t232 t80 t219 t195 t44 t285 t235 t181 t205 t123 t205 t123 t285,11.0,1.0,positive,14
t158 t232 t143 t282 t176 t241 t280 t285 t194 t285 t194 t205 t123 t285,12.0,1.0,positive,14
t199 t289 t235 t143 t184 t2 t27 t173 t267 t143 t87 t89 t123 t285,12.0,1.0,positive,14
t26 t235 t80 t194 t285 t291 t77 t150 t195 t44 t87 t89 t123 t285,12.0,1.0,positive,14
t199 t289 t232 t143 t282 t176 t247 t291 t280 t267 t143 t205 t123 t285,13.0,1.0,positive,14
t158 t235 t143 t282 t84 t267 t194 t285 t232 t181 t280 t205 t123 t285,10.0,1.0,positive,14
t158 t232 t80 t194 t285 t235 t181 t280 t87 t41 t1 t276 t123 t285,10.0,1.0,positive,14
t26 t232 t143 t282 t84 t267 t232 t181 t205 t123 t285 t199 t299 t285,12.0,1.0,positive,14
t199 t289 t235 t143 t282 t150 t34 t153 t285 t143 t285 t199 t280 t285,12.0,1.0,positive,14
t41 t198 t29 t128 t66 t192 t43 t105 t192 t267 t70 t203 t16 t79,,,negative,14
t269 t123 t3 t26 t17 t231 t151 t66 t226 t192 t187 t297 t196 t177,,,negative,14
t162 t287 t236 t204 t57 t160 t192 t257 t214 t40 t8 t73 t252 t102,,,negative,14
t196 t55 t48 t116 t20 t226 t288 t13 t175 t247 t140 t33 t34 t31,,,negative,14
t180 t28 t149 t28 t103 t85 t199 t271 t199 t28 t9 t144 t80 t140,,,negative,14
t184 t95 t156 t34 t9 t104 t108 t273 t259 t116 t193 t103 t58 t266,,,negative,14
t78 t128 t64 t104 t206 t101 t192 t62 t140 t221 t175 t198 t249 t118,,,negative,14
t201 t124 t105 t45 t51 t198 t57 t153 t299 t45 t37 t141 t269 t295,,,negative,14
t76 t73 t132 t273 t98 t257 t269 t104 t254 t61 t72 t5 t66 t134,,,negative,14
t264 t105 t70 t290 t248 t128 t235 t155 t1 t128 t55 t231 t62 t239,,,negative,14
t199 t115 t232 t143 t282 t176 t247 t291 t280 t267 t3 t87 t218 t123 t285,13.0,1.0,positive,15
t158 t235 t143 t39 t235 t181 t299 t285 t219 t195 t44 t87 t218 t123 t285,11.0,1.0,positive,15
t158 t232 t80 t219 t195 t44 t285 t232 t80 t194 t299 t87 t218 t123 t285,11.0,1.0,positive,15
t199 t289 t235 t80 t235 t80 t3 t299 t285 t17 t230 t195 t44 t299 t285,12.0,1.0,positive,15
t199 t115 t235 t143 t184 t294 t62 t267 t219 t195 t44 t285 t194 t299 t285,11.0,1.0,positive,15
t26 t232 t143 t184 t294 t62 t267 t143 t285 t150 t230 t195 t44 t280 t285,11.0,1.0,positive,15
t26 t232 t143 t184 t294 t62 t267 t263 t230 t195 t44 t285 t194 t280 t285,12.0,1.0,positive,15
t26 t232 t80 t235 t181 t87 t41 t198 t276 t123 t285 t199 t205 t123 t285,15.0,1.0,positive,15
t26 t232 t80 t235 t80 t143 t280 t285 t291 t77 t150 t195 t44 t280 t285,12.0,1.0,positive,15
t26 t235 t143 t282 t88 t241 t280 t285 t199 t285 t122 t87 t11 t123 t285,12.0,1.0,positive,15
t186 t293 t56 t17 t48 t137 t35 t28 t90 t264 t184 t257 t58 t62 t290,,,negative,15
t299 t228 t212 t141 t199 t8 t114 t77 t88 t226 t37 t79 t55 t73 t12,,,negative,15
t66 t12 t173 t78 t211 t88 t215 t148 t269 t283 t287 t132 t181 t216 t287,,,negative,15
t106 t263 t22 t68 t177 t144 t105 t253 t26 t115 t101 t180 t145 t262 t273,,,negative,15
t132 t73 t285 t32 t274 t59 t59 t102 t105 t66 t126 t123 t114 t55 t37,,,negative,15
t176 t186 t190 t149 t122 t275 t40 t85 t125 t293 t3 t211 t132 t7 t272,,,negative,15
t134 t82 t99 t259 t264 t125 t163 t222 t153 t218 t112 t138 t43 t3 t185,,,negative,15
t206 t183 t112 t282 t286 t158 t32 t191 t95 t116 t3 t121 t128 t189 t99,,,negative,15
t287 t195 t134 t140 t193 t148 t50 t143 t37 t40 t163 t204 t56 t191 t71,,,negative,15
t230 t93 t65 t164 t148 t295 t94 t95 t80 t102 t104 t137 t72 t52 t3,,,negative,15
t158 t232 t143 t282 t58 t29 t196 t122 t126 t15 t126 t12 t285 t3 t299 t285,17.0,1.0,positive,16
t199 t289 t232 t143 t282 t149 t29 t196 t15 t15 t126 t12 t267 t3 t299 t285,16.0,1.0,positive,16
t158 t232 t143 t184 t294 t62 t267 t232 t80 t3 t205 t123 t285 t122 t299 t285,12.0,1.0,positive,16
t199 t289 t232 t143 t39 t235 t143 t39 t3 t87 t89 t123 t285 t194 t280 t285,13.0,1.0,positive,16
t199 t289 t235 t143 t282 t176 t132 t280 t267 t143 t285 t122 t87 t11 t123 t285,12.0,1.0,positive,16
t158 t232 t143 t184 t294 t82 t173 t285 t143 t285 t17 t230 t195 t44 t280 t285,12.0,1.0,positive,16
t199 t115 t232 t80 t235 t143 t39 t143 t280 t285 t219 t195 t44 t205 t123 t285,13.0,1.0,positive,16
t199 t115 t235 t143 t184 t2 t62 t285 t122 t285 t219 t195 t44 t205 t123 t285,11.0,1.0,positive,16
t199 t289 t232 t80 t235 t143 t184 t294 t62 t285 t194 t280 t285 t143 t280 t285,16.0,1.0,positive,16
t199 t289 t235 t143 t282 t58 t99 t196 t15 t15 t126 t12 t267 t143 t280 t285,16.0,1.0,positive,16
t280 t158 t5 t222 t279 t34 t148 t1 t2 t138 t108 t294 t236 t122 t28 t220,,,negative,16
t78 t37 t151 t222 t177 t283 t177 t69 t299 t9 t278 t79 t22 t107 t116 t279,,,negative,16
t218 t205 t58 t222 t136 t71 t275 t17 t72 t231 t207 t66 t293 t17 t191 t8,,,negative,16
t266 t291 t161 t49 t297 t115 t115 t107 t232 t231 t59 t51 t150 t220 t263 t118,,,negative,16
t89 t143 t26 t196 t294 t218 t124 t164 t93 t152 t257 t162 t78 t211 t203 t152,,,negative,16
t296 t286 t222 t56 t7 t10 t105 t190 t285 t275 t289 t31 t136 t273 t88 t207,,,negative,16
t144 t57 t108 t264 t166 t193 t137 t269 t15 t35 t180 t102 t3 t296 t68 t196,,,negative,16
t39 t250 t180 t223 t294 t55 t124 t293 t29 t174 t164 t265 t286 t184 t169 t112,,,negative,16
t206 t13 t85 t191 t49 t21 t137 t282 t188 t10 t184 t128 t215 t114 t41 t22,,,negative,16
t283 t180 t188 t168 t43 t59 t59 t231 t266 t84 t265 t187 t88 t85 t62 t105,,,negative,16
t199 t289 t232 t143 t282 t84 t285 t291 t77 t150 t195 t44 t285 t143 t205 t123 t285,13.0,1.0,positive,17
t199 t115 t232 t143 t184 t294 t82 t173 t267 t199 t285 t235 t80 t143 t299 t299 t285,12.0,1.0,positive,17
t26 t232 t143 t282 t58 t99 t196 t122 t126 t15 t126 t12 t285 t194 t205 t123 t285,17.0,1.0,positive,17
t158 t232 t181 t87 t0 t116 t31 t239 t215 t6 t291 t77 t150 t195 t276 t123 t285,15.0,1.0,positive,17
t199 t289 t232 t143 t184 t294 t82 t173 t285 t75 t230 t195 t44 t285 t194 t299 t285,12.0,1.0,positive,17
t26 t232 t80 t232 t181 t205 t123 t285 t232 t143 t282 t84 t267 t194 t280 t280 t285,14.0,1.0,positive,17
t199 t115 t232 t143 t184 t294 t62 t267 t232 t181 t87 t89 t123 t285 t122 t280 t285,13.0,1.0,positive,17
t26 t232 t143 t184 t2 t82 t173 t267 t3 t87 t0 t116 t31 t152 t276 t123 t285,12.0,1.0,positive,17
t26 t232 t143 t282 t183 t12 t207 t211 t247 t99 t96 t12 t285 t194 t205 t123 t285,15.0,1.0,positive,17
t199 t289 t232 t143 t184 t2 t62 t267 t219 t195 t44 t285 t122 t87 t11 t123 t285,11.0,1.0,positive,17
t152 t21 t263 t90 t187 t105 t26 t140 t194 t156 t172 t30 t29 t234 t59 t172 t164,,,negative,17
t221 t40 t115 t65 t64 t35 t10 t128 t241 t31 t41 t77 t152 t222 t89 t45 t164,,,negative,17
t294 t78 t10 t240 t232 t201 t90 t235 t190 t152 t65 t119 t126 t161 t104 t249 t295,,,negative,17
t16 t22 t49 t116 t200 t205 t253 t150 t259 t287 t105 t73 t30 t248 t93 t222 t108,,,negative,17
t71 t31 t248 t160 t214 t198 t212 t158 t143 t126 t115 t40 t201 t271 t205 t143 t84,,,negative,17
t280 t70 t30 t75 t50 t264 t172 t280 t93 t214 t70 t77 t102 t289 t289 t11 t5,,,negative,17
t204 t52 t171 t288 t286 t274 t226 t145 t222 t48 t121 t163 t52 t56 t103 t290 t2,,,negative,17
t240 t285 t5 t183 t145 t1 t88 t105 t21 t164 t223 t235 t123 t126 t226 t21 t169,,,negative,17
t103 t262 t299 t9 t82 t293 t108 t44 t244 t299 t137 t10 t35 t249 t249 t10 t148,,,negative,17
t175 t166 t168 t98 t185 t26 t51 t266 t21 t273 t87 t272 t66 t234 t164 t128 t105,,,negative,17
t199 t115 t235 t143 t184 t2 t27 t173 t267 t232 t181 t280 t285 t122 t87 t89 t123 t285,12.0,1.0,positive,18
t158 t235 t143 t184 t2 t62 t267 t194 t87 t295 t31 t275 t45 t22 t122 t276 t123 t285,13.0,1.0,positive,18
t26 t232 t143 t282 t176 t66 t48 t291 t28 t195 t196 t15 t15 t280 t285 t3 t299 t285,17.0,1.0,positive,18
t158 t232 t143 t282 t148 t145 t211 t247 t99 t196 t15 t15 t126 t12 t285 t143 t280 t285,16.0,1.0,positive,18
t199 t115 t232 t80 t235 t80 t194 t285 t122 t280 t285 t291 t77 t150 t195 t44 t280 t285,14.0,1.0,positive,18
t199 t115 t232 t181 t87 t87 t87 t89 t161 t291 t99 t1 t276 t128 t5 t276 t123 t285,17.0,1.0,positive,18
t26 t232 t143 t184 t294 t27 t173 t267 t235 t80 t143 t299 t285 t143 t87 t11 t123 t285,12.0,1.0,positive,18
t199 t289 t235 t143 t184 t2 t62 t285 t17 t230 t195 t44 t285 t219 t195 t44 t280 t285,12.0,1.0,positive,18
t26 t232 t80 t143 t285 t235 t143 t282 t150 t34 t153 t267 t122 t285 t194 t299 t280 t285,16.0,1.0,positive,18
t26 t232 t181 t87 t16 t250 t211 t103 t59 t89 t31 t106 t45 t22 t122 t276 t123 t285,15.0,1.0,positive,18
t189 t275 t291 t196 t94 t267 t4 t52 t152 t181 t90 t249 t70 t17 t10 t9 t22 t253,,,negative,18
t198 t48 t174 t187 t230 t221 t48 t239 t204 t148 t289 t2 t0 t250 t236 t132 t295 t81,,,negative,18
t66 t41 t61 t50 t66 t0 t71 t192 t234 t231 t289 t108 t40 t229 t199 t49 t282 t264,,,negative,18
t28 t148 t205 t187 t195 t80 t176 t247 t229 t138 t122 t168 t64 t150 t90 t136 t236 t58,,,negative,18
t3 t203 t96 t99 t141 t211 t183 t236 t218 t203 t31 t82 t276 t232 t102 t204 t153 t183,,,negative,18
t75 t200 t121 t80 t76 t90 t247 t299 t132 t207 t164 t221 t173 t226 t28 t248 t163 t67,,,negative,18
t70 t70 t171 t26 t218 t30 t59 t205 t134 t48 t156 t7 t279 t204 t220 t27 t190 t190,,,negative,18
t236 t56 t269 t187 t12 t235 t291 t119 t195 t266 t32 t85 t176 t287 t215 t132 t140 t180,,,negative,18
t39 t35 t104 t221 t15 t87 t104 t144 t68 t148 t194 t69 t30 t56 t30 t120 t194 t137,,,negative,18
t35 t168 t118 t264 t172 t32 t39 t32 t122 t290 t143 t160 t21 t203 t99 t276 t289 t140,,,negative,18
t158 t232 t181 t87 t103 t250 t211 t121 t257 t20 t276 t75 t15 t89 t31 t152 t276 t123 t285,19.0,1.0,positive,19
t26 t232 t143 t282 t150 t84 t162 t285 t291 t77 t150 t195 t44 t285 t194 t87 t11 t123 t285,13.0,1.0,positive,19
t199 t115 t232 t181 t87 t0 t116 t31 t295 t184 t2 t27 t173 t267 t51 t122 t276 t123 t285,17.0,1.0,positive,19
t158 t235 t181 t87 t295 t31 t295 t282 t88 t247 t291 t280 t267 t51 t204 t11 t276 t123 t285,18.0,1.0,positive,19
t199 t115 t235 t143 t39 t232 t143 t282 t84 t285 t143 t299 t285 t291 t28 t195 t44 t280 t285,15.0,1.0,positive,19
t199 t289 t235 t143 t184 t2 t82 t173 t285 t199 t285 t150 t230 t195 t44 t87 t89 t123 t285,12.0,1.0,positive,19
t158 t232 t181 t87 t103 t250 t30 t68 t102 t194 t252 t77 t15 t89 t31 t152 t276 t123 t285,19.0,1.0,positive,19
