sample,mean_parse_height,num_parses,type,length
t85 t30 t158 t111 t131 t25,,,negative,6
t185 t190 t114 t81 t185 t170,,,negative,6
t21 t27 t194 t91 t175 t190,,,negative,6
t44 t83 t64 t150 t110 t175,,,negative,6
t38 t41 t57 t128 t59 t30,,,negative,6
t57 t45 t147 t159 t38 t114,,,negative,6
t111 t105 t40 t173 t132 t182 t168,8.0,1.0,positive,7
t111 t105 t84 t173 t149 t196 t168,8.0,1.0,positive,7
t75 t105 t41 t155 t132 t196 t57,8.0,1.0,positive,7
t111 t105 t84 t11 t149 t182 t168,8.0,1.0,positive,7
t111 t105 t84 t173 t132 t182 t57,8.0,1.0,positive,7
t111 t105 t132 t92 t112 t178 t69,6.0,1.0,positive,7
t75 t105 t84 t173 t132 t196 t168,8.0,1.0,positive,7
t75 t105 t149 t92 t27 t137 t53,6.0,1.0,positive,7
t75 t105 t174 t141 t143 t115 t57,7.0,1.0,positive,7
t75 t105 t183 t141 t143 t115 t57,7.0,1.0,positive,7
t190 t40 t11 t112 t69 t182 t34,,,negative,7
t171 t120 t155 t170 t143 t105 t101,,,negative,7
t155 t21 t132 t85 t131 t110 t59,,,negative,7
t146 t55 t132 t57 t12 t84 t173,,,negative,7
t43 t74 t111 t114 t53 t38 t16,,,negative,7
t70 t55 t185 t192 t101 t21 t185,,,negative,7
t105 t185 t38 t19 t141 t155 t125,,,negative,7
t115 t11 t19 t64 t182 t194 t24,,,negative,7
t81 t59 t80 t45 t38 t38 t57,,,negative,7
t185 t178 t101 t125 t59 t34 t57,,,negative,7
t111 t104 t120 t112 t178 t183 t183 t140,8.0,1.0,positive,8
t111 t104 t170 t112 t1 t183 t155 t128,8.0,1.0,positive,8
t75 t104 t120 t112 t1 t183 t97 t171,8.0,1.0,positive,8
t111 t104 t170 t112 t178 t131 t97 t25,8.0,1.0,positive,8
t75 t104 t120 t112 t178 t179 t183 t140,8.0,1.0,positive,8
t111 t104 t170 t112 t1 t179 t11 t38,8.0,1.0,positive,8
t75 t104 t120 t112 t178 t131 t173 t38,8.0,1.0,positive,8
t75 t104 t120 t112 t1 t131 t183 t161,8.0,1.0,positive,8
t111 t105 t41 t173 t183 t141 t182 t57,9.0,1.0,positive,8
t75 t105 t84 t155 t132 t182 t112 t53,8.0,1.0,positive,8
t21 t54 t110 t75 t105 t168 t173 t24,,,negative,8
t137 t27 t30 t143 t196 t69 t102 t84,,,negative,8
t143 t162 t175 t9 t110 t162 t115 t139,,,negative,8
t140 t24 t97 t161 t34 t155 t110 t150,,,negative,8
t53 t185 t59 t196 t12 t162 t97 t37,,,negative,8
t34 t24 t190 t84 t92 t158 t40 t197,,,negative,8
t97 t59 t183 t139 t75 t141 t194 t153,,,negative,8
t131 t140 t12 t54 t102 t190 t38 t41,,,negative,8
t158 t84 t190 t112 t74 t9 t69 t178,,,negative,8
t83 t28 t97 t150 t1 t55 t149 t192,,,negative,8
t75 t105 t192 t12 t155 t183 t141 t196 t168,9.0,1.0,positive,9
t111 t105 t28 t12 t97 t132 t182 t112 t53,8.0,1.0,positive,9
t75 t104 t120 t112 t178 t179 t155 t120 t114,9.0,1.0,positive,9
t111 t105 t132 t21 t112 t1 t179 t54 t161,8.0,1.0,positive,9
t75 t105 t149 t114 t115 t112 t112 t143 t190,7.0,1.0,positive,9
t75 t104 t120 t112 t178 t183 t21 t140 t85,9.0,1.0,positive,9
t75 t105 t132 t143 t115 t112 t112 t153 t197,7.0,1.0,positive,9
t75 t104 t120 t112 t112 t155 t11 t155 t149,9.0,1.0,positive,9
t111 t105 t173 t149 t128 t45 t141 t21 t168,9.0,1.0,positive,9
t111 t105 t149 t21 t112 t1 t179 t183 t80,8.0,1.0,positive,9
t112 t37 t97 t19 t43 t24 t110 t40 t30,,,negative,9
t102 t74 t194 t85 t85 t45 t91 t70 t181,,,negative,9
t101 t21 t143 t102 t38 t125 t146 t173 t89,,,negative,9
t89 t53 t181 t64 t41 t37 t179 t27 t115,,,negative,9
t54 t75 t53 t75 t12 t16 t112 t175 t70,,,negative,9
t97 t43 t40 t183 t34 t44 t182 t114 t153,,,negative,9
t162 t131 t112 t53 t80 t12 t27 t197 t174,,,negative,9
t159 t111 t19 t139 t111 t155 t132 t110 t125,,,negative,9
t115 t155 t149 t175 t140 t139 t128 t35 t21,,,negative,9
t101 t27 t161 t182 t183 t84 t115 t83 t37,,,negative,9
t111 t105 t11 t11 t149 t182 t112 t112 t57 t28,8.0,1.0,positive,10
t75 t105 t132 t21 t112 t104 t170 t57 t131 t153,8.0,1.0,positive,10
t111 t105 t41 t155 t149 t196 t112 t112 t57 t19,8.0,1.0,positive,10
t111 t105 t173 t132 t147 t79 t141 t21 t112 t70,9.0,1.0,positive,10
t111 t105 t11 t173 t181 t70 t141 t182 t112 t53,10.0,1.0,positive,10
t75 t104 t170 t27 t137 t1 t131 t21 t80 t85,9.0,1.0,positive,10
t75 t104 t120 t112 t27 t137 t159 t11 t97 t149,9.0,1.0,positive,10
t111 t105 t84 t155 t132 t196 t112 t27 t137 t2,8.0,1.0,positive,10
t111 t105 t11 t132 t101 t70 t141 t114 t115 t57,9.0,1.0,positive,10
t111 t105 t181 t178 t131 t11 t38 t141 t21 t168,11.0,1.0,positive,10
t178 t140 t105 t196 t141 t85 t41 t55 t9 t81,,,negative,10
t155 t40 t194 t24 t35 t182 t43 t21 t131 t19,,,negative,10
t128 t40 t147 t40 t131 t82 t137 t81 t114 t159,,,negative,10
t178 t132 t53 t34 t2 t75 t114 t161 t182 t70,,,negative,10
t111 t158 t168 t35 t161 t155 t171 t182 t74 t182,,,negative,10
t194 t81 t81 t75 t37 t153 t178 t139 t84 t12,,,negative,10
t141 t179 t182 t91 t196 t44 t53 t19 t111 t21,,,negative,10
t139 t139 t45 t168 t40 t81 t57 t64 t112 t54,,,negative,10
t185 t137 t104 t92 t171 t74 t173 t159 t12 t92,,,negative,10
t196 t53 t16 t125 t194 t139 t197 t74 t168 t147,,,negative,10
t75 t105 t41 t173 t183 t141 t196 t112 t178 t179 t153,9.0,1.0,positive,11
t75 t105 t40 t155 t181 t53 t141 t182 t112 t112 t2,10.0,1.0,positive,11
t111 t105 t192 t55 t64 t59 t185 t11 t149 t182 t57,11.0,1.0,positive,11
t75 t105 t132 t92 t112 t104 t170 t57 t183 t155 t25,8.0,1.0,positive,11
t111 t105 t183 t141 t92 t27 t137 t1 t131 t54 t161,8.0,1.0,positive,11
t75 t105 t28 t37 t74 t120 t11 t183 t141 t182 t57,10.0,1.0,positive,11
t111 t105 t40 t173 t97 t132 t101 t70 t141 t196 t168,11.0,1.0,positive,11
t111 t105 t192 t150 t43 t170 t30 t97 t132 t182 t168,11.0,1.0,positive,11
t111 t105 t192 t55 t64 t30 t11 t132 t182 t112 t53,10.0,1.0,positive,11
t75 t105 t28 t12 t97 t183 t141 t196 t112 t178 t69,9.0,1.0,positive,11
t161 t182 t115 t21 t185 t155 t137 t115 t82 t37 t161,,,negative,11
t150 t149 t112 t197 t1 t131 t24 t179 t1 t102 t178,,,negative,11
t162 t19 t34 t112 t45 t153 t28 t177 t92 t139 t111,,,negative,11
t149 t81 t179 t105 t162 t55 t174 t110 t149 t97 t92,,,negative,11
t190 t19 t80 t183 t92 t131 t24 t150 t120 t155 t132,,,negative,11
t1 t114 t158 t37 t1 t192 t158 t159 t114 t190 t178,,,negative,11
t190 t196 t112 t174 t64 t38 t16 t153 t150 t137 t150,,,negative,11
t146 t38 t101 t131 t158 t19 t141 t75 t183 t75 t175,,,negative,11
t110 t194 t79 t111 t9 t120 t79 t140 t11 t178 t185,,,negative,11
t40 t38 t174 t16 t101 t11 t55 t101 t141 t178 t35,,,negative,11
t75 t105 t41 t155 t82 t112 t114 t190 t141 t196 t112 t53,12.0,1.0,positive,12
t75 t105 t192 t37 t64 t30 t11 t82 t53 t141 t182 t57,10.0,1.0,positive,12
t111 t105 t40 t155 t82 t27 t137 t153 t197 t141 t196 t57,12.0,1.0,positive,12
t75 t105 t192 t37 t43 t91 t131 t44 t97 t149 t182 t168,11.0,1.0,positive,12
t75 t104 t170 t27 t40 t173 t149 t175 t102 t178 t131 t153,10.0,1.0,positive,12
t111 t105 t132 t114 t115 t27 t137 t1 t183 t21 t83 t85,9.0,1.0,positive,12
t111 t105 t40 t155 t149 t182 t112 t178 t131 t173 t170 t114,9.0,1.0,positive,12
t111 t105 t28 t150 t43 t194 t30 t155 t183 t141 t196 t57,11.0,1.0,positive,12
t111 t105 t173 t181 t178 t69 t141 t147 t79 t141 t21 t57,12.0,1.0,positive,12
t75 t105 t84 t97 t155 t183 t141 t147 t45 t141 t182 t57,12.0,1.0,positive,12
t125 t131 t69 t43 t37 t79 t53 t194 t57 t59 t146 t30,,,negative,12
t41 t146 t81 t139 t181 t146 t110 t143 t183 t140 t171 t74,,,negative,12
t79 t128 t37 t177 t192 t132 t173 t55 t158 t111 t83 t55,,,negative,12
t43 t197 t80 t91 t21 t168 t30 t79 t137 t168 t161 t91,,,negative,12
t131 t111 t24 t140 t1 t19 t125 t25 t30 t97 t137 t149,,,negative,12
t19 t9 t27 t141 t75 t146 t115 t101 t37 t92 t54 t38,,,negative,12
t182 t54 t37 t141 t102 t21 t112 t74 t175 t40 t40 t80,,,negative,12
t89 t182 t192 t181 t53 t37 t150 t27 t111 t149 t55 t168,,,negative,12
t41 t97 t149 t141 t41 t147 t91 t147 t177 t179 t64 t171,,,negative,12
t132 t75 t84 t19 t54 t9 t162 t112 t92 t128 t196 t59,,,negative,12
t75 t104 t120 t27 t137 t104 t170 t112 t178 t69 t183 t97 t128,9.0,1.0,positive,13
t75 t105 t28 t12 t97 t11 t183 t141 t147 t79 t141 t182 t168,12.0,1.0,positive,13
t111 t105 t149 t114 t115 t112 t1 t183 t162 t104 t120 t57 t81,11.0,1.0,positive,13
t75 t105 t155 t82 t70 t141 t128 t79 t141 t21 t112 t112 t2,11.0,1.0,positive,13
t111 t105 t84 t97 t132 t196 t27 t84 t155 t132 t175 t102 t70,10.0,1.0,positive,13
t75 t105 t11 t97 t149 t196 t112 t178 t183 t11 t170 t141 t30,10.0,1.0,positive,13
t111 t104 t170 t27 t28 t12 t97 t149 t175 t102 t27 t137 t2,10.0,1.0,positive,13
t111 t105 t41 t155 t132 t182 t27 t84 t97 t149 t175 t102 t70,10.0,1.0,positive,13
t75 t105 t155 t132 t128 t79 t141 t92 t112 t1 t183 t97 t38,9.0,1.0,positive,13
t111 t105 t183 t141 t114 t115 t27 t137 t1 t131 t70 t80 t85,9.0,1.0,positive,13
t82 t147 t153 t82 t143 t89 t181 t190 t183 t158 t35 t146 t185,,,negative,13
t153 t19 t81 t25 t54 t54 t80 t162 t64 t150 t159 t141 t141,,,negative,13
t28 t54 t137 t79 t37 t12 t40 t91 t161 t181 t34 t197 t192,,,negative,13
t79 t115 t153 t92 t70 t171 t80 t81 t85 t82 t110 t69 t161,,,negative,13
t179 t112 t177 t97 t125 t34 t112 t194 t159 t161 t105 t168 t1,,,negative,13
t28 t174 t182 t34 t141 t161 t158 t150 t38 t97 t173 t185 t21,,,negative,13
t9 t12 t125 t149 t150 t105 t141 t41 t85 t143 t19 t173 t85,,,negative,13
t91 t141 t155 t182 t114 t9 t44 t194 t141 t101 t162 t132 t21,,,negative,13
t43 t139 t139 t85 t44 t146 t185 t159 t139 t2 t40 t41 t21,,,negative,13
t57 t97 t190 t105 t85 t81 t83 t132 t85 t101 t101 t104 t149,,,negative,13
t75 t104 t170 t27 t192 t37 t64 t30 t11 t132 t175 t102 t178 t69,12.0,1.0,positive,14
t111 t105 t192 t12 t97 t149 t182 t27 t137 t104 t170 t57 t131 t153,8.0,1.0,positive,14
t111 t105 t40 t155 t181 t112 t120 t25 t11 t173 t149 t141 t182 t57,14.0,1.0,positive,14
t75 t105 t132 t92 t27 t11 t11 t181 t178 t69 t141 t175 t102 t70,13.0,1.0,positive,14
t111 t104 t170 t27 t41 t11 t149 t175 t102 t104 t120 t112 t70 t69,10.0,1.0,positive,14
t111 t104 t170 t27 t41 t173 t149 t38 t12 t140 t102 t178 t179 t153,10.0,1.0,positive,14
t75 t104 t170 t112 t105 t132 t143 t115 t57 t131 t97 t197 t45 t128,10.0,1.0,positive,14
t111 t105 t132 t21 t27 t137 t1 t183 t21 t83 t104 t170 t168 t81,11.0,1.0,positive,14
t75 t104 t170 t27 t137 t27 t192 t12 t11 t149 t175 t102 t57 t120,11.0,1.0,positive,14
t111 t104 t170 t112 t27 t41 t155 t183 t141 t38 t12 t140 t102 t34,12.0,1.0,positive,14
t196 t83 t141 t197 t162 t146 t177 t92 t27 t28 t43 t111 t115 t158,,,negative,14
t178 t64 t57 t155 t137 t28 t110 t75 t178 t132 t190 t178 t183 t25,,,negative,14
t112 t97 t34 t79 t173 t128 t75 t59 t155 t89 t177 t150 t162 t125,,,negative,14
t114 t69 t40 t112 t91 t44 t120 t194 t89 t85 t21 t196 t125 t74,,,negative,14
t104 t81 t153 t54 t175 t161 t173 t111 t41 t43 t115 t89 t105 t104,,,negative,14
t155 t37 t74 t19 t92 t74 t179 t114 t162 t91 t19 t139 t185 t149,,,negative,14
t190 t183 t69 t35 t34 t131 t194 t155 t38 t53 t41 t161 t105 t34,,,negative,14
t177 t55 t12 t153 t174 t168 t84 t92 t153 t44 t38 t196 t38 t137,,,negative,14
t150 t131 t53 t120 t171 t38 t59 t80 t112 t64 t54 t55 t190 t70,,,negative,14
t25 t192 t131 t57 t190 t155 t81 t192 t178 t149 t131 t53 t141 t1,,,negative,14
t75 t105 t192 t55 t74 t170 t173 t173 t149 t170 t25 t70 t141 t182 t57,12.0,1.0,positive,15
t75 t104 t170 t27 t41 t173 t82 t1 t183 t54 t83 t141 t175 t102 t70,15.0,1.0,positive,15
t111 t105 t84 t11 t132 t182 t112 t105 t132 t143 t115 t57 t183 t54 t140,10.0,1.0,positive,15
t111 t104 t170 t27 t192 t37 t43 t194 t131 t44 t173 t149 t175 t102 t53,13.0,1.0,positive,15
t111 t105 t149 t21 t27 t40 t97 t132 t175 t102 t112 t101 t40 t97 t132,10.0,1.0,positive,15
t111 t105 t192 t37 t64 t131 t185 t11 t97 t149 t147 t45 t141 t196 t168,11.0,1.0,positive,15
t75 t105 t40 t155 t132 t182 t27 t11 t11 t132 t38 t12 t140 t102 t53,10.0,1.0,positive,15
t75 t104 t120 t27 t11 t173 t82 t70 t141 t175 t102 t178 t179 t54 t140,12.0,1.0,positive,15
t111 t105 t132 t21 t27 t192 t12 t97 t174 t141 t175 t102 t112 t114 t190,11.0,1.0,positive,15
t75 t105 t149 t21 t27 t28 t12 t155 t149 t175 t102 t27 t137 t143 t190,10.0,1.0,positive,15
t25 t174 t43 t149 t40 t153 t28 t1 t21 t16 t147 t81 t54 t70 t140,,,negative,15
t171 t74 t53 t37 t85 t115 t55 t115 t57 t181 t45 t19 t30 t177 t192,,,negative,15
t173 t43 t110 t9 t194 t82 t168 t120 t28 t158 t69 t173 t21 t115 t171,,,negative,15
t101 t194 t168 t132 t137 t34 t40 t162 t177 t196 t85 t12 t168 t40 t146,,,negative,15
t115 t89 t104 t102 t132 t11 t45 t97 t44 t114 t69 t40 t120 t84 t57,,,negative,15
t35 t143 t59 t177 t25 t85 t178 t111 t171 t69 t185 t24 t161 t147 t197,,,negative,15
t177 t74 t158 t25 t9 t69 t75 t81 t114 t183 t30 t181 t45 t9 t179,,,negative,15
t105 t28 t179 t1 t37 t174 t19 t149 t114 t175 t57 t75 t111 t162 t45,,,negative,15
t110 t38 t141 t105 t137 t35 t175 t1 t38 t25 t192 t102 t64 t34 t175,,,negative,15
t114 t101 t194 t143 t21 t37 t183 t115 t161 t19 t173 t104 t28 t97 t183,,,negative,15
t111 t104 t170 t27 t137 t105 t82 t53 t141 t143 t115 t112 t112 t153 t197 t69,11.0,1.0,positive,16
t75 t105 t84 t97 t132 t182 t27 t40 t155 t132 t158 t81 t12 t140 t102 t70,10.0,1.0,positive,16
t111 t104 t120 t27 t41 t155 t149 t146 t55 t74 t170 t140 t102 t112 t143 t190,12.0,1.0,positive,16
t75 t105 t181 t105 t183 t141 t21 t168 t179 t57 t128 t1 t81 t141 t92 t57,13.0,1.0,positive,16
t111 t105 t149 t143 t115 t27 t28 t12 t173 t149 t175 t102 t1 t131 t183 t140,10.0,1.0,positive,16
t111 t105 t41 t155 t174 t141 t182 t27 t41 t155 t132 t146 t12 t140 t102 t53,10.0,1.0,positive,16
t75 t105 t28 t12 t155 t149 t196 t27 t137 t27 t137 t120 t25 t84 t173 t149,9.0,1.0,positive,16
t75 t104 t170 t27 t137 t27 t84 t173 t132 t158 t81 t12 t140 t102 t153 t197,11.0,1.0,positive,16
t75 t105 t11 t155 t149 t182 t27 t137 t27 t11 t155 t132 t175 t102 t143 t190,11.0,1.0,positive,16
t111 t105 t149 t114 t115 t27 t192 t12 t173 t132 t38 t12 t140 t102 t1 t69,10.0,1.0,positive,16
t30 t114 t111 t139 t64 t27 t153 t147 t185 t97 t82 t85 t85 t131 t114 t38,,,negative,16
t185 t146 t41 t84 t175 t128 t24 t54 t170 t168 t128 t82 t132 t59 t21 t35,,,negative,16
t69 t115 t170 t40 t53 t70 t174 t35 t9 t125 t1 t80 t101 t155 t115 t190,,,negative,16
t149 t178 t158 t175 t132 t140 t155 t104 t80 t196 t150 t102 t146 t101 t19 t183,,,negative,16
t141 t174 t190 t83 t150 t101 t150 t25 t190 t28 t16 t84 t161 t92 t21 t44,,,negative,16
t114 t143 t54 t45 t190 t170 t89 t155 t112 t81 t2 t82 t153 t82 t179 t45,,,negative,16
t171 t143 t16 t141 t34 t125 t81 t74 t197 t1 t181 t112 t194 t132 t143 t40,,,negative,16
t173 t168 t143 t183 t30 t173 t57 t110 t105 t28 t84 t105 t159 t92 t158 t112,,,negative,16
t44 t168 t43 t179 t54 t102 t24 t34 t178 t150 t131 t57 t196 t125 t27 t19,,,negative,16
t55 t141 t54 t178 t74 t1 t147 t137 t153 t147 t1 t185 t171 t92 t80 t44,,,negative,16
t111 t105 t84 t11 t132 t196 t27 t84 t173 t132 t146 t150 t131 t170 t140 t102 t53,12.0,1.0,positive,17
t75 t105 t192 t150 t43 t140 t64 t44 t11 t110 t54 t30 t97 t183 t141 t196 t57,16.0,1.0,positive,17
t75 t105 t174 t141 t143 t115 t112 t27 t40 t155 t149 t38 t12 t140 t102 t114 t190,11.0,1.0,positive,17
t75 t104 t120 t27 t41 t155 t97 t149 t155 t112 t34 t141 t175 t102 t27 t137 t34,14.0,1.0,positive,17
t75 t105 t28 t37 t43 t140 t43 t170 t44 t173 t35 t54 t30 t11 t132 t182 t57,16.0,1.0,positive,17
t75 t104 t170 t27 t137 t27 t192 t12 t173 t174 t141 t175 t102 t155 t84 t173 t132,12.0,1.0,positive,17
t75 t104 t170 t27 t11 t173 t132 t175 t102 t27 t84 t155 t149 t175 t102 t153 t24,11.0,1.0,positive,17
t111 t105 t11 t11 t183 t141 t182 t112 t105 t132 t21 t112 t53 t131 t21 t140 t85,9.0,1.0,positive,17
t111 t104 t120 t27 t28 t150 t64 t30 t11 t183 t141 t175 t102 t1 t179 t54 t80,12.0,1.0,positive,17
t75 t104 t170 t27 t137 t27 t41 t155 t174 t141 t175 t102 t159 t41 t97 t183 t141,12.0,1.0,positive,17
t24 t140 t82 t162 t139 t104 t40 t178 t137 t54 t102 t75 t83 t30 t146 t54 t147,,,negative,17
t181 t183 t139 t162 t162 t197 t53 t82 t155 t2 t173 t28 t140 t54 t161 t140 t183,,,negative,17
t155 t30 t159 t57 t139 t40 t181 t185 t85 t9 t196 t54 t45 t147 t173 t159 t155,,,negative,17
t28 t34 t81 t45 t174 t128 t182 t21 t25 t143 t54 t30 t27 t9 t112 t59 t2,,,negative,17
t185 t174 t41 t82 t38 t174 t181 t19 t140 t40 t114 t75 t114 t12 t69 t59 t105,,,negative,17
t182 t27 t59 t53 t34 t181 t91 t128 t105 t64 t2 t114 t1 t79 t9 t24 t92,,,negative,17
t21 t34 t175 t81 t11 t41 t57 t64 t171 t89 t91 t192 t140 t158 t181 t91 t173,,,negative,17
t131 t83 t112 t102 t30 t147 t82 t84 t140 t178 t89 t158 t57 t159 t140 t19 t183,,,negative,17
t40 t120 t147 t104 t41 t34 t57 t162 t112 t161 t43 t101 t54 t79 t178 t37 t81,,,negative,17
t162 t146 t104 t177 t19 t41 t54 t171 t53 t11 t69 t12 t132 t91 t25 t182 t192,,,negative,17
t111 t104 t120 t27 t40 t173 t173 t183 t141 t155 t53 t141 t175 t102 t104 t120 t57 t69,14.0,1.0,positive,18
t111 t105 t97 t132 t101 t53 t141 t114 t115 t27 t11 t11 t132 t146 t12 t140 t102 t70,10.0,1.0,positive,18
t75 t105 t11 t11 t155 t155 t183 t141 t155 t112 t57 t120 t141 t159 t53 t141 t182 t168,16.0,1.0,positive,18
t111 t104 t170 t27 t137 t27 t41 t155 t11 t183 t141 t170 t25 t70 t141 t175 t102 t2,15.0,1.0,positive,18
t75 t105 t181 t27 t41 t155 t149 t146 t37 t64 t59 t44 t140 t102 t34 t141 t92 t168,17.0,1.0,positive,18
t111 t105 t40 t97 t132 t182 t27 t41 t173 t82 t53 t141 t175 t102 t27 t137 t153 t24,12.0,1.0,positive,18
t75 t104 t170 t27 t192 t150 t74 t170 t97 t174 t141 t146 t37 t64 t30 t140 t102 t53,12.0,1.0,positive,18
t75 t105 t97 t149 t159 t53 t141 t92 t112 t105 t11 t97 t174 t141 t182 t168 t131 t153,12.0,1.0,positive,18
t75 t104 t120 t27 t137 t27 t28 t12 t11 t149 t146 t37 t74 t170 t140 t102 t57 t120,13.0,1.0,positive,18
t111 t104 t170 t27 t11 t11 t132 t146 t55 t43 t140 t64 t139 t54 t30 t140 t102 t53,16.0,1.0,positive,18
t178 t35 t27 t97 t182 t112 t69 t171 t105 t153 t158 t11 t181 t110 t27 t150 t155 t64,,,negative,18
t177 t147 t147 t120 t112 t111 t97 t59 t125 t131 t41 t162 t179 t120 t182 t25 t196 t132,,,negative,18
t2 t190 t54 t111 t159 t102 t57 t81 t170 t74 t192 t70 t175 t159 t25 t24 t16 t146,,,negative,18
t128 t28 t171 t35 t35 t111 t120 t173 t185 t82 t30 t112 t149 t192 t1 t178 t120 t9,,,negative,18
t147 t182 t74 t25 t181 t57 t155 t102 t179 t194 t1 t44 t183 t92 t83 t69 t197 t141,,,negative,18
t196 t162 t197 t54 t111 t21 t175 t75 t168 t27 t190 t11 t40 t11 t102 t75 t80 t28,,,negative,18
t24 t85 t139 t19 t38 t128 t137 t181 t40 t105 t194 t196 t41 t153 t155 t114 t79 t112,,,negative,18
t153 t197 t40 t181 t104 t89 t125 t80 t150 t161 t168 t162 t137 t25 t54 t128 t194 t128,,,negative,18
t105 t92 t11 t81 t114 t55 t115 t80 t89 t25 t190 t153 t114 t34 t143 t30 t41 t194,,,negative,18
t34 t91 t177 t104 t158 t92 t182 t182 t43 t147 t45 t111 t125 t105 t174 t53 t183 t139,,,negative,18
t111 t105 t155 t173 t173 t132 t159 t178 t183 t153 t141 t128 t45 t141 t155 t53 t141 t21 t57,17.0,1.0,positive,19
t75 t105 t28 t150 t131 t170 t155 t149 t196 t27 t40 t173 t174 t141 t146 t12 t140 t102 t70,11.0,1.0,positive,19
t111 t105 t11 t155 t97 t183 t141 t170 t25 t53 t141 t196 t27 t84 t155 t149 t175 t102 t53,12.0,1.0,positive,19
t111 t104 t120 t27 t84 t155 t181 t112 t2 t141 t158 t81 t37 t64 t131 t185 t140 t102 t53,13.0,1.0,positive,19
t75 t105 t84 t173 t149 t182 t112 t112 t101 t28 t150 t74 t120 t173 t181 t112 t153 t24 t141,13.0,1.0,positive,19
t75 t105 t132 t92 t112 t105 t173 t132 t128 t79 t141 t92 t112 t178 t131 t153 t183 t54 t80,12.0,1.0,positive,19
t111 t105 t11 t97 t132 t196 t27 t137 t27 t41 t11 t181 t70 t141 t38 t12 t140 t102 t2,13.0,1.0,positive,19
t75 t105 t173 t149 t159 t27 t41 t11 t181 t178 t69 t141 t175 t102 t34 t141 t21 t112 t53,18.0,1.0,positive,19
t111 t105 t11 t11 t149 t196 t27 t41 t155 t173 t149 t101 t53 t141 t146 t12 t140 t102 t53,13.0,1.0,positive,19
