sample,mean_parse_height,num_parses,type,length
t9 t9 t28 t10 t9 t36 t10 t8 t39 t21,,,negative,10
t40 t39 t5 t36 t23 t36 t49 t9 t40 t33,,,negative,10
t0 t48 t48 t40 t9 t36 t12 t15 t48 t48,,,negative,10
t29 t40 t34 t29 t49 t6 t9 t29 t8 t6,,,negative,10
t10 t0 t6 t31 t6 t9 t34 t39 t48 t49,,,negative,10
t0 t21 t34 t31 t5 t35 t36 t29 t6 t31,,,negative,10
t33 t39 t6 t5 t35 t36 t5 t39 t29 t23,,,negative,10
t31 t12 t36 t6 t10 t15 t28 t9 t29 t38,,,negative,10
t33 t36 t8 t8 t34 t39 t31 t23 t5 t9,,,negative,10
t0 t49 t49 t38 t12 t38 t23 t8 t21 t5,,,negative,10
t34 t5 t9 t15 t38 t40 t35 t38 t8 t10 t17,11.0,1.0,positive,11
t34 t36 t35 t38 t40 t33 t15 t38 t8 t10 t17,11.0,1.0,positive,11
t29 t36 t9 t15 t38 t40 t35 t38 t0 t17 t5,10.0,1.0,positive,11
t29 t36 t35 t38 t40 t33 t15 t38 t0 t17 t34,10.0,1.0,positive,11
t29 t5 t33 t15 t38 t40 t9 t15 t5 t17 t5,10.0,1.0,positive,11
t29 t5 t35 t38 t40 t35 t38 t40 t21 t17 t17,12.0,1.0,positive,11
t29 t36 t33 t15 t38 t40 t9 t15 t5 t17 t5,10.0,1.0,positive,11
t29 t36 t33 t15 t38 t40 t9 t15 t5 t17 t34,10.0,1.0,positive,11
t29 t36 t35 t38 t40 t33 t15 t38 t0 t17 t5,10.0,1.0,positive,11
t29 t5 t35 t38 t40 t35 t38 t40 t15 t17 t17,12.0,1.0,positive,11
t38 t28 t10 t38 t0 t39 t34 t33 t23 t49 t38,,,negative,11
t0 t38 t35 t21 t10 t21 t39 t36 t21 t15 t40,,,negative,11
t0 t9 t12 t6 t8 t10 t6 t33 t29 t15 t12,,,negative,11
t29 t48 t40 t28 t48 t36 t40 t48 t40 t49 t0,,,negative,11
t49 t48 t48 t34 t23 t10 t40 t35 t15 t28 t33,,,negative,11
t49 t31 t34 t49 t48 t49 t35 t17 t10 t38 t9,,,negative,11
t39 t12 t48 t17 t21 t21 t17 t36 t48 t35 t39,,,negative,11
t10 t36 t28 t6 t36 t15 t34 t35 t9 t12 t6,,,negative,11
t8 t9 t10 t6 t40 t36 t34 t0 t0 t6 t36,,,negative,11
t10 t10 t39 t5 t29 t31 t15 t9 t31 t12 t49,,,negative,11
t34 t36 t33 t15 t38 t40 t35 t38 t40 t15 t17 t17,12.0,1.0,positive,12
t34 t36 t9 t15 t38 t40 t35 t38 t34 t29 t10 t17,12.0,1.0,positive,12
t29 t36 t33 t15 t38 t40 t35 t38 t8 t10 t17 t34,11.0,1.0,positive,12
t34 t5 t9 t15 t38 t40 t35 t38 t40 t31 t17 t34,11.0,1.0,positive,12
t29 t36 t33 t15 t38 t40 t35 t38 t8 t10 t17 t5,11.0,1.0,positive,12
t34 t5 t35 t38 t40 t35 t38 t40 t21 t17 t34 t17,13.0,1.0,positive,12
t34 t5 t33 t15 t38 t40 t33 t15 t38 t0 t17 t34,10.0,1.0,positive,12
t34 t36 t35 t38 t40 t35 t38 t40 t21 t17 t17 t5,12.0,1.0,positive,12
t29 t5 t9 t15 t38 t40 t33 t15 t38 t0 t17 t5,10.0,1.0,positive,12
t34 t36 t33 t15 t38 t40 t9 t15 t38 t40 t31 t17,11.0,1.0,positive,12
t10 t38 t33 t17 t49 t21 t38 t48 t6 t12 t36 t31,,,negative,12
t29 t39 t49 t23 t17 t28 t39 t23 t6 t10 t21 t23,,,negative,12
t31 t21 t8 t10 t12 t34 t10 t33 t6 t33 t33 t0,,,negative,12
t0 t12 t38 t23 t9 t23 t38 t40 t23 t15 t21 t48,,,negative,12
t33 t39 t48 t21 t36 t17 t36 t8 t17 t28 t28 t38,,,negative,12
t15 t15 t38 t39 t23 t36 t48 t31 t8 t36 t38 t36,,,negative,12
t8 t31 t0 t0 t21 t29 t35 t39 t31 t6 t0 t5,,,negative,12
t6 t49 t28 t6 t38 t49 t33 t28 t34 t23 t12 t10,,,negative,12
t49 t23 t0 t31 t8 t48 t15 t34 t38 t17 t33 t28,,,negative,12
t49 t23 t33 t17 t17 t38 t12 t28 t9 t38 t21 t6,,,negative,12
t29 t5 t35 t38 t40 t33 t15 t38 t29 t29 t10 t17 t5,12.0,1.0,positive,13
t34 t5 t35 t38 t40 t35 t38 t40 t15 t17 t5 t17 t34,13.0,1.0,positive,13
t29 t5 t33 t15 t38 t40 t9 t15 t38 t8 t10 t17 t34,11.0,1.0,positive,13
t34 t36 t9 t15 t38 t40 t33 t15 t38 t40 t21 t17 t17,12.0,1.0,positive,13
t34 t36 t33 t15 t38 t40 t33 t15 t38 t40 t31 t17 t5,11.0,1.0,positive,13
t29 t5 t9 t15 t38 t40 t35 t38 t40 t15 t17 t17 t5,12.0,1.0,positive,13
t29 t36 t33 t15 t38 t40 t33 t15 t38 t8 t10 t17 t34,11.0,1.0,positive,13
t29 t5 t35 t38 t40 t33 t15 t38 t34 t29 t10 t17 t5,12.0,1.0,positive,13
t34 t36 t35 t38 t40 t33 t15 t38 t34 t29 t10 t17 t5,12.0,1.0,positive,13
t29 t5 t35 t38 t40 t35 t38 t40 t21 t17 t34 t17 t5,13.0,1.0,positive,13
t28 t40 t48 t15 t15 t34 t40 t39 t9 t5 t28 t36 t17,,,negative,13
t49 t15 t21 t12 t9 t17 t31 t23 t49 t23 t8 t49 t6,,,negative,13
t48 t15 t28 t17 t38 t17 t34 t0 t8 t31 t15 t29 t38,,,negative,13
t17 t12 t5 t6 t31 t34 t9 t40 t34 t36 t49 t8 t5,,,negative,13
t12 t15 t8 t6 t8 t48 t40 t49 t36 t39 t29 t35 t17,,,negative,13
t35 t33 t6 t23 t36 t8 t6 t34 t48 t40 t0 t35 t40,,,negative,13
t34 t21 t38 t35 t31 t31 t15 t15 t23 t29 t38 t8 t38,,,negative,13
t17 t5 t5 t36 t36 t9 t40 t10 t29 t15 t9 t33 t12,,,negative,13
t10 t10 t36 t9 t33 t39 t8 t36 t34 t34 t23 t40 t23,,,negative,13
t8 t38 t21 t5 t34 t36 t29 t6 t48 t48 t38 t35 t48,,,negative,13
t29 t36 t35 t38 t40 t9 t15 t38 t40 t35 t5 t17 t34 t17,13.0,1.0,positive,14
t34 t5 t33 t15 t38 t40 t33 t15 t38 t40 t21 t17 t17 t34,12.0,1.0,positive,14
t29 t5 t9 t15 t38 t40 t9 t15 t38 t34 t29 t10 t17 t5,12.0,1.0,positive,14
t34 t36 t9 t15 t38 t40 t33 t15 t38 t40 t15 t17 t34 t17,13.0,1.0,positive,14
t29 t36 t35 t38 t40 t35 t38 t40 t35 t38 t8 t10 t17 t17,15.0,1.0,positive,14
t29 t5 t9 t15 t38 t40 t9 t15 t38 t40 t15 t17 t5 t17,13.0,1.0,positive,14
t29 t5 t9 t15 t38 t40 t33 t15 t38 t40 t21 t17 t34 t17,13.0,1.0,positive,14
t34 t36 t33 t15 t38 t40 t9 t15 t38 t34 t29 t10 t17 t5,12.0,1.0,positive,14
t29 t5 t9 t15 t38 t40 t33 t15 t38 t34 t29 t10 t17 t5,12.0,1.0,positive,14
t29 t36 t35 t38 t40 t9 t15 t38 t40 t35 t5 t17 t5 t17,13.0,1.0,positive,14
t39 t5 t40 t48 t34 t33 t9 t12 t9 t33 t31 t48 t15 t39,,,negative,14
t10 t10 t5 t35 t0 t40 t9 t17 t28 t29 t9 t36 t0 t40,,,negative,14
t5 t39 t10 t21 t0 t28 t40 t38 t38 t8 t33 t23 t28 t49,,,negative,14
t28 t15 t9 t15 t21 t35 t9 t10 t15 t9 t29 t38 t29 t40,,,negative,14
t9 t31 t9 t48 t0 t28 t49 t48 t0 t48 t0 t48 t38 t38,,,negative,14
t38 t12 t8 t40 t0 t10 t29 t34 t8 t5 t36 t12 t34 t36,,,negative,14
t23 t17 t49 t36 t35 t34 t40 t39 t38 t39 t31 t15 t31 t15,,,negative,14
t5 t10 t5 t23 t49 t33 t5 t35 t49 t39 t6 t9 t49 t40,,,negative,14
t9 t17 t38 t5 t21 t5 t15 t49 t15 t8 t48 t15 t49 t8,,,negative,14
t15 t39 t31 t28 t49 t10 t0 t9 t48 t39 t29 t0 t21 t33,,,negative,14
t34 t5 t35 t38 t40 t33 t15 t38 t40 t35 t5 t17 t34 t17 t34,13.0,1.0,positive,15
t29 t36 t35 t38 t40 t33 t15 t38 t40 t35 t5 t17 t5 t17 t5,13.0,1.0,positive,15
t29 t36 t9 t15 t38 t40 t9 t15 t38 t40 t21 t17 t5 t17 t5,13.0,1.0,positive,15
t29 t5 t33 t15 t38 t40 t35 t38 t40 t35 t38 t0 t17 t17 t34,14.0,1.0,positive,15
t29 t36 t35 t38 t40 t35 t38 t40 t9 t15 t5 t17 t34 t17 t5,14.0,1.0,positive,15
t34 t36 t35 t38 t40 t9 t15 t38 t40 t33 t15 t5 t17 t17 t34,14.0,1.0,positive,15
t34 t5 t9 t15 t38 t40 t33 t15 t38 t40 t15 t17 t5 t17 t5,13.0,1.0,positive,15
t34 t5 t33 t15 t38 t40 t33 t15 t38 t40 t15 t17 t34 t17 t34,13.0,1.0,positive,15
t34 t5 t33 t15 t38 t40 t33 t15 t38 t40 t21 t17 t34 t17 t34,13.0,1.0,positive,15
t29 t36 t9 t15 t38 t40 t33 t15 t38 t40 t15 t17 t34 t17 t34,13.0,1.0,positive,15
t36 t35 t23 t6 t34 t17 t39 t15 t6 t29 t8 t38 t31 t36 t9,,,negative,15
t21 t9 t48 t35 t10 t49 t48 t10 t6 t39 t5 t34 t28 t36 t33,,,negative,15
t35 t0 t29 t38 t21 t12 t39 t35 t0 t28 t40 t29 t40 t36 t40,,,negative,15
t10 t36 t33 t40 t28 t10 t6 t9 t15 t48 t23 t39 t38 t49 t34,,,negative,15
t39 t8 t5 t39 t9 t21 t21 t49 t28 t0 t9 t15 t12 t31 t39,,,negative,15
t34 t8 t29 t15 t36 t6 t15 t35 t36 t5 t39 t5 t40 t33 t6,,,negative,15
t23 t49 t49 t12 t40 t49 t29 t48 t31 t10 t29 t36 t5 t35 t5,,,negative,15
t10 t9 t48 t23 t38 t33 t12 t15 t40 t8 t38 t23 t40 t38 t34,,,negative,15
t28 t28 t12 t5 t33 t21 t15 t5 t6 t9 t35 t33 t28 t31 t15,,,negative,15
t12 t6 t33 t29 t21 t9 t49 t36 t36 t40 t48 t28 t9 t40 t36,,,negative,15
t29 t36 t33 t15 t38 t40 t9 t15 t38 t40 t35 t5 t17 t5 t17 t5,13.0,1.0,positive,16
t29 t5 t33 t15 t38 t40 t33 t15 t38 t40 t33 t15 t5 t17 t5 t17,14.0,1.0,positive,16
t34 t5 t33 t15 t38 t40 t35 t38 t40 t35 t38 t40 t31 t17 t17 t34,15.0,1.0,positive,16
t29 t36 t33 t15 t38 t40 t33 t15 t38 t40 t35 t5 t17 t5 t17 t5,13.0,1.0,positive,16
t29 t36 t33 t15 t38 t40 t33 t15 t38 t40 t9 t15 t5 t17 t5 t17,14.0,1.0,positive,16
t34 t5 t35 t38 t40 t9 t15 t38 t40 t35 t38 t8 t10 t17 t34 t17,15.0,1.0,positive,16
t34 t36 t33 t15 t38 t40 t9 t15 t38 t40 t35 t38 t0 t17 t17 t34,14.0,1.0,positive,16
t34 t36 t35 t38 t40 t35 t38 t40 t33 t15 t38 t0 t17 t5 t17 t34,14.0,1.0,positive,16
t34 t5 t35 t38 t40 t9 t15 t38 t40 t35 t38 t0 t17 t34 t17 t5,14.0,1.0,positive,16
t34 t5 t35 t38 t40 t9 t15 t38 t40 t9 t15 t5 t17 t34 t17 t34,14.0,1.0,positive,16
t15 t29 t49 t6 t17 t9 t38 t33 t5 t9 t17 t15 t39 t33 t9 t48,,,negative,16
t31 t31 t10 t9 t15 t10 t28 t49 t0 t17 t49 t31 t29 t39 t15 t36,,,negative,16
t38 t36 t6 t10 t49 t10 t28 t48 t6 t49 t29 t49 t8 t31 t23 t6,,,negative,16
t8 t28 t38 t40 t10 t15 t9 t36 t49 t5 t39 t36 t0 t23 t36 t40,,,negative,16
t0 t12 t15 t0 t31 t6 t48 t21 t38 t17 t0 t33 t0 t28 t48 t28,,,negative,16
t6 t48 t17 t31 t33 t48 t48 t9 t23 t10 t31 t8 t31 t49 t12 t21,,,negative,16
t5 t39 t17 t15 t23 t40 t40 t9 t34 t38 t49 t6 t39 t12 t5 t23,,,negative,16
t34 t48 t12 t34 t9 t28 t48 t38 t9 t8 t35 t15 t6 t35 t28 t10,,,negative,16
t28 t5 t48 t35 t38 t5 t48 t5 t15 t38 t31 t34 t23 t28 t35 t28,,,negative,16
t39 t33 t28 t35 t35 t33 t21 t10 t17 t5 t33 t8 t31 t28 t29 t10,,,negative,16
t34 t5 t35 t38 t40 t33 t15 t38 t40 t33 t15 t38 t40 t31 t17 t34 t17,15.0,1.0,positive,17
t29 t5 t9 t15 t38 t40 t9 t15 t38 t40 t9 t15 t38 t0 t17 t17 t34,14.0,1.0,positive,17
t34 t36 t33 t15 t38 t40 t33 t15 t38 t40 t35 t38 t40 t31 t17 t5 t17,15.0,1.0,positive,17
t34 t36 t9 t15 t38 t40 t33 t15 t38 t40 t9 t15 t38 t8 t10 t17 t17,15.0,1.0,positive,17
t29 t36 t35 t38 t40 t9 t15 t38 t40 t35 t38 t8 t10 t17 t34 t17 t34,15.0,1.0,positive,17
t29 t5 t9 t15 t38 t40 t9 t15 t38 t40 t35 t38 t40 t31 t17 t17 t34,15.0,1.0,positive,17
t29 t36 t35 t38 t40 t33 t15 t38 t40 t9 t15 t38 t0 t17 t34 t17 t34,14.0,1.0,positive,17
t34 t5 t33 t15 t38 t40 t35 t38 t40 t9 t15 t38 t0 t17 t5 t17 t5,14.0,1.0,positive,17
t29 t36 t35 t38 t40 t35 t38 t40 t9 t15 t38 t34 t29 t10 t17 t17 t34,16.0,1.0,positive,17
t29 t36 t9 t15 t38 t40 t9 t15 t38 t40 t35 t38 t0 t17 t5 t17 t5,14.0,1.0,positive,17
t15 t15 t48 t5 t36 t15 t8 t9 t38 t35 t34 t5 t6 t39 t29 t28 t33,,,negative,17
t5 t0 t17 t10 t8 t40 t40 t35 t17 t38 t12 t33 t6 t0 t34 t34 t39,,,negative,17
t38 t6 t35 t38 t29 t0 t48 t28 t36 t23 t0 t9 t5 t40 t21 t8 t34,,,negative,17
t34 t34 t0 t40 t49 t8 t40 t49 t9 t39 t8 t29 t15 t23 t6 t33 t21,,,negative,17
t38 t0 t40 t48 t29 t5 t31 t36 t48 t6 t40 t23 t5 t34 t31 t38 t40,,,negative,17
t15 t6 t0 t31 t48 t8 t6 t33 t6 t35 t0 t8 t28 t29 t49 t23 t33,,,negative,17
t17 t15 t21 t17 t34 t39 t29 t29 t8 t33 t12 t0 t12 t8 t34 t21 t31,,,negative,17
t17 t40 t23 t21 t0 t17 t21 t38 t0 t15 t40 t34 t48 t6 t31 t38 t33,,,negative,17
t39 t9 t9 t38 t48 t35 t40 t49 t10 t5 t12 t6 t5 t34 t33 t38 t48,,,negative,17
t10 t6 t34 t33 t28 t39 t39 t12 t48 t35 t23 t49 t6 t15 t5 t8 t17,,,negative,17
t34 t5 t9 t15 t38 t40 t35 t38 t40 t9 t15 t38 t8 t10 t17 t5 t17 t34,15.0,1.0,positive,18
t29 t36 t33 t15 t38 t40 t9 t15 t38 t40 t9 t15 t38 t40 t31 t17 t17 t34,15.0,1.0,positive,18
t34 t5 t35 t38 t40 t9 t15 t38 t40 t9 t15 t38 t29 t29 t10 t17 t17 t34,16.0,1.0,positive,18
t29 t36 t9 t15 t38 t40 t33 t15 t38 t40 t33 t15 t38 t40 t31 t17 t17 t34,15.0,1.0,positive,18
t29 t36 t33 t15 t38 t40 t9 t15 t38 t40 t33 t15 t38 t8 t10 t17 t17 t5,15.0,1.0,positive,18
t34 t5 t35 t38 t40 t33 t15 t38 t40 t9 t15 t38 t40 t31 t17 t34 t17 t34,15.0,1.0,positive,18
t29 t36 t35 t38 t40 t35 t38 t40 t35 t38 t40 t21 t17 t5 t17 t34 t17 t34,17.0,1.0,positive,18
t29 t5 t33 t15 t38 t40 t9 t15 t38 t40 t33 t15 t38 t0 t17 t34 t17 t34,14.0,1.0,positive,18
t29 t36 t33 t15 t38 t40 t35 t38 t40 t33 t15 t38 t8 t10 t17 t34 t17 t5,15.0,1.0,positive,18
t29 t5 t9 t15 t38 t40 t33 t15 t38 t40 t33 t15 t38 t8 t10 t17 t17 t5,15.0,1.0,positive,18
t10 t15 t28 t38 t31 t8 t29 t33 t10 t48 t33 t49 t21 t36 t15 t21 t35 t21,,,negative,18
t15 t21 t6 t33 t10 t34 t9 t15 t29 t10 t10 t29 t17 t38 t35 t34 t28 t29,,,negative,18
t31 t48 t23 t21 t38 t23 t15 t34 t38 t48 t38 t0 t48 t49 t40 t8 t17 t35,,,negative,18
t35 t21 t6 t15 t40 t10 t15 t34 t48 t12 t8 t48 t12 t21 t33 t39 t10 t39,,,negative,18
t9 t15 t33 t10 t15 t39 t38 t49 t34 t31 t0 t6 t28 t8 t38 t28 t17 t9,,,negative,18
t35 t12 t21 t6 t39 t23 t38 t38 t12 t40 t15 t33 t15 t49 t35 t21 t9 t31,,,negative,18
t17 t15 t9 t48 t29 t23 t39 t17 t0 t12 t49 t40 t23 t10 t33 t23 t23 t28,,,negative,18
t9 t33 t39 t33 t0 t8 t12 t28 t10 t36 t6 t6 t34 t39 t5 t36 t38 t17,,,negative,18
t39 t15 t28 t38 t48 t49 t5 t5 t0 t0 t0 t39 t34 t39 t35 t34 t31 t38,,,negative,18
t48 t10 t34 t34 t49 t36 t36 t21 t28 t36 t8 t0 t10 t10 t40 t23 t17 t17,,,negative,18
t29 t5 t9 t15 t38 t40 t33 t15 t38 t40 t9 t15 t38 t29 t29 t10 t17 t17 t5,16.0,1.0,positive,19
t34 t5 t9 t15 t38 t40 t33 t15 t38 t40 t9 t15 t38 t8 t10 t17 t5 t17 t34,15.0,1.0,positive,19
t29 t5 t9 t15 t38 t40 t33 t15 t38 t40 t35 t38 t34 t29 t10 t17 t34 t17 t5,16.0,1.0,positive,19
t29 t5 t33 t15 t38 t40 t9 t15 t38 t40 t9 t15 t38 t40 t15 t17 t5 t17 t17,17.0,1.0,positive,19
t34 t36 t35 t38 t40 t33 t15 t38 t40 t9 t15 t38 t40 t15 t17 t34 t17 t17 t34,17.0,1.0,positive,19
t29 t5 t9 t15 t38 t40 t9 t15 t38 t40 t33 t15 t38 t8 t10 t17 t34 t17 t34,15.0,1.0,positive,19
