sample,mean_parse_height,num_parses,type,length
t12 t26 t84 t46 t68 t46 t82 t39 t95 t26,9.0,1.0,positive,10
t25 t84 t55 t36 t53 t8 t58 t25 t97 t79,9.0,1.0,positive,10
t25 t84 t46 t74 t55 t39 t3 t82 t95 t3,10.0,1.0,positive,10
t12 t14 t87 t53 t77 t26 t67 t64 t97 t46,9.0,1.0,positive,10
t12 t26 t97 t36 t39 t3 t74 t40 t39 t26,8.0,1.0,positive,10
t25 t84 t55 t36 t53 t8 t26 t67 t27 t6,8.0,1.0,positive,10
t25 t84 t36 t39 t26 t74 t36 t39 t95 t3,8.0,1.0,positive,10
t25 t84 t46 t82 t95 t77 t87 t53 t77 t72,7.0,1.0,positive,10
t12 t14 t87 t53 t77 t72 t97 t36 t39 t3,8.0,1.0,positive,10
t76 t84 t96 t72 t68 t95 t74 t72 t76 t94,,,negative,10
t70 t36 t53 t44 t82 t74 t13 t44 t94 t98,,,negative,10
t36 t27 t25 t25 t68 t27 t3 t82 t22 t4,,,negative,10
t76 t26 t6 t36 t64 t3 t28 t14 t22 t64,,,negative,10
t98 t3 t49 t46 t77 t25 t64 t39 t83 t46,,,negative,10
t76 t70 t53 t44 t79 t36 t25 t16 t64 t76,,,negative,10
t58 t82 t16 t28 t95 t97 t77 t53 t95 t96,,,negative,10
t25 t14 t64 t49 t25 t67 t53 t44 t28 t67,,,negative,10
t87 t28 t8 t96 t40 t4 t12 t58 t95 t16,,,negative,10
t46 t40 t8 t95 t25 t98 t76 t94 t76 t49,,,negative,10
t12 t26 t84 t40 t26 t74 t46 t82 t39 t39 t26,9.0,1.0,positive,11
t12 t26 t97 t55 t36 t53 t77 t7 t96 t16 t6,8.0,1.0,positive,11
t25 t97 t55 t3 t68 t40 t95 t26 t82 t95 t3,10.0,1.0,positive,11
t25 t84 t46 t68 t40 t95 t3 t49 t40 t95 t26,10.0,1.0,positive,11
t12 t14 t87 t53 t77 t3 t67 t79 t97 t55 t3,9.0,1.0,positive,11
t12 t3 t84 t46 t82 t95 t26 t49 t40 t95 t3,9.0,1.0,positive,11
t12 t14 t87 t53 t8 t7 t96 t79 t97 t40 t26,9.0,1.0,positive,11
t12 t36 t53 t77 t4 t96 t64 t97 t36 t95 t26,9.0,1.0,positive,11
t25 t84 t36 t95 t36 t53 t77 t26 t58 t94 t67,9.0,1.0,positive,11
t25 t97 t40 t77 t87 t53 t8 t26 t13 t67 t6,8.0,1.0,positive,11
t16 t28 t40 t27 t53 t76 t46 t40 t40 t63 t87,,,negative,11
t27 t92 t84 t83 t87 t58 t94 t79 t87 t25 t8,,,negative,11
t8 t27 t3 t95 t58 t83 t13 t49 t28 t63 t63,,,negative,11
t22 t8 t25 t40 t76 t98 t92 t44 t55 t4 t39,,,negative,11
t36 t76 t40 t4 t12 t95 t83 t27 t68 t46 t9,,,negative,11
t68 t40 t96 t25 t25 t49 t96 t70 t96 t55 t63,,,negative,11
t40 t95 t95 t14 t7 t6 t27 t70 t79 t70 t39,,,negative,11
t82 t96 t6 t39 t49 t22 t49 t9 t9 t27 t98,,,negative,11
t44 t13 t53 t72 t97 t58 t83 t25 t97 t83 t12,,,negative,11
t14 t68 t13 t94 t26 t16 t55 t36 t79 t72 t27,,,negative,11
t25 t84 t46 t82 t39 t77 t87 t53 t8 t3 t67 t64,8.0,1.0,positive,12
t12 t3 t84 t55 t26 t74 t46 t49 t40 t95 t95 t3,10.0,1.0,positive,12
t12 t3 t84 t55 t36 t53 t3 t96 t3 t13 t27 t6,8.0,1.0,positive,12
t25 t84 t55 t36 t53 t77 t98 t92 t25 t84 t27 t70,9.0,1.0,positive,12
t25 t84 t55 t3 t74 t46 t74 t36 t95 t95 t95 t3,11.0,1.0,positive,12
t12 t26 t84 t40 t26 t74 t40 t26 t82 t95 t95 t26,10.0,1.0,positive,12
t12 t3 t97 t55 t36 t53 t8 t98 t92 t25 t84 t64,9.0,1.0,positive,12
t12 t36 t53 t67 t96 t84 t36 t95 t3 t82 t95 t26,8.0,1.0,positive,12
t12 t36 t53 t77 t76 t25 t84 t67 t44 t97 t55 t26,10.0,1.0,positive,12
t25 t97 t55 t3 t49 t36 t95 t95 t3 t82 t95 t26,11.0,1.0,positive,12
t27 t64 t96 t27 t6 t98 t94 t25 t22 t27 t26 t83,,,negative,12
t84 t70 t58 t87 t25 t14 t22 t67 t44 t83 t70 t8,,,negative,12
t84 t95 t55 t39 t8 t40 t68 t84 t9 t64 t27 t26,,,negative,12
t26 t4 t72 t63 t87 t97 t28 t76 t22 t84 t9 t6,,,negative,12
t79 t87 t96 t95 t68 t83 t83 t7 t79 t72 t94 t83,,,negative,12
t9 t95 t4 t44 t64 t25 t8 t58 t76 t84 t97 t36,,,negative,12
t49 t39 t16 t84 t83 t6 t74 t53 t64 t6 t77 t40,,,negative,12
t22 t92 t36 t49 t6 t13 t94 t27 t22 t9 t98 t96,,,negative,12
t92 t68 t8 t4 t8 t94 t58 t7 t95 t67 t13 t28,,,negative,12
t82 t83 t68 t26 t82 t98 t97 t27 t53 t39 t55 t3,,,negative,12
t25 t84 t46 t82 t95 t77 t87 t53 t8 t4 t96 t67 t9,8.0,1.0,positive,13
t25 t84 t55 t26 t49 t46 t82 t39 t39 t36 t53 t8 t72,9.0,1.0,positive,13
t12 t14 t87 t53 t77 t4 t96 t67 t44 t84 t36 t39 t3,9.0,1.0,positive,13
t25 t84 t36 t39 t26 t49 t40 t95 t36 t53 t26 t96 t72,8.0,1.0,positive,13
t12 t3 t97 t40 t36 t53 t13 t96 t68 t36 t95 t95 t26,9.0,1.0,positive,13
t25 t84 t46 t49 t46 t74 t55 t39 t95 t36 t53 t13 t96,10.0,1.0,positive,13
t25 t97 t55 t3 t82 t39 t36 t53 t13 t96 t82 t95 t26,10.0,1.0,positive,13
t25 t97 t36 t39 t77 t87 t53 t8 t76 t12 t3 t84 t79,10.0,1.0,positive,13
t12 t3 t97 t40 t77 t87 t53 t67 t96 t74 t55 t39 t26,10.0,1.0,positive,13
t25 t84 t40 t3 t82 t95 t36 t53 t8 t7 t96 t67 t44,8.0,1.0,positive,13
t28 t12 t27 t95 t95 t77 t12 t72 t72 t40 t55 t26 t36,,,negative,13
t9 t46 t25 t77 t74 t94 t72 t92 t72 t67 t92 t82 t79,,,negative,13
t79 t67 t98 t74 t8 t77 t97 t83 t68 t84 t53 t77 t4,,,negative,13
t95 t7 t70 t25 t79 t9 t83 t96 t74 t68 t39 t39 t44,,,negative,13
t7 t67 t79 t8 t16 t68 t6 t36 t12 t64 t36 t7 t70,,,negative,13
t74 t94 t92 t26 t94 t94 t44 t16 t76 t70 t25 t82 t83,,,negative,13
t96 t8 t46 t70 t94 t14 t92 t28 t55 t68 t72 t7 t55,,,negative,13
t55 t83 t82 t7 t94 t4 t25 t6 t94 t4 t97 t36 t14,,,negative,13
t4 t82 t46 t96 t39 t16 t28 t9 t27 t13 t74 t12 t55,,,negative,13
t46 t70 t6 t22 t8 t95 t8 t82 t14 t76 t27 t8 t7,,,negative,13
t12 t26 t84 t40 t26 t68 t46 t82 t95 t95 t36 t53 t77 t72,9.0,1.0,positive,14
t12 t26 t97 t46 t74 t55 t95 t14 t87 t53 t77 t3 t13 t79,8.0,1.0,positive,14
t12 t14 t87 t53 t67 t96 t84 t46 t82 t95 t26 t82 t95 t26,9.0,1.0,positive,14
t25 t97 t40 t77 t87 t53 t77 t72 t74 t46 t82 t39 t95 t26,10.0,1.0,positive,14
t12 t3 t97 t36 t95 t3 t49 t55 t95 t77 t87 t53 t13 t96,8.0,1.0,positive,14
t12 t77 t87 t53 t77 t76 t12 t26 t97 t67 t44 t97 t40 t26,11.0,1.0,positive,14
t25 t84 t40 t36 t53 t3 t96 t3 t63 t94 t67 t82 t95 t26,12.0,1.0,positive,14
t12 t3 t97 t40 t36 t53 t77 t36 t53 t3 t96 t72 t13 t79,11.0,1.0,positive,14
t25 t97 t40 t26 t82 t39 t14 t87 t53 t77 t26 t67 t27 t44,8.0,1.0,positive,14
t25 t84 t36 t39 t77 t87 t53 t77 t36 t53 t13 t96 t13 t64,10.0,1.0,positive,14
t68 t36 t44 t26 t22 t44 t27 t4 t7 t84 t28 t8 t4 t53,,,negative,14
t68 t87 t22 t40 t9 t46 t3 t76 t4 t94 t46 t8 t22 t27,,,negative,14
t84 t92 t26 t13 t13 t55 t16 t9 t8 t8 t49 t46 t96 t3,,,negative,14
t7 t77 t53 t6 t8 t49 t8 t16 t25 t6 t95 t84 t8 t8,,,negative,14
t6 t87 t9 t14 t64 t92 t40 t46 t4 t63 t22 t3 t76 t83,,,negative,14
t58 t76 t3 t16 t7 t14 t40 t58 t13 t44 t28 t94 t55 t72,,,negative,14
t16 t97 t74 t84 t70 t55 t49 t13 t94 t28 t4 t4 t13 t83,,,negative,14
t6 t46 t63 t39 t96 t74 t53 t76 t4 t76 t46 t64 t67 t92,,,negative,14
t94 t64 t44 t97 t77 t82 t44 t94 t87 t83 t77 t82 t36 t96,,,negative,14
t58 t72 t3 t16 t76 t22 t13 t63 t44 t70 t4 t72 t82 t26,,,negative,14
t25 t97 t55 t77 t87 t53 t77 t3 t13 t27 t83 t72 t3 t67 t94,12.0,1.0,positive,15
t12 t26 t84 t36 t39 t3 t82 t95 t36 t53 t26 t96 t26 t67 t79,8.0,1.0,positive,15
t12 t77 t87 t53 t8 t58 t12 t26 t97 t79 t84 t46 t82 t39 t26,11.0,1.0,positive,15
t12 t36 t53 t13 t96 t97 t40 t3 t82 t95 t14 t87 t53 t8 t72,7.0,1.0,positive,15
t12 t77 t87 t53 t26 t96 t26 t74 t95 t25 t87 t94 t13 t97 t46,13.0,1.0,positive,15
t25 t97 t36 t39 t77 t87 t53 t26 t96 t76 t12 t26 t84 t67 t44,10.0,1.0,positive,15
t12 t77 t87 t53 t8 t72 t84 t55 t77 t87 t53 t8 t3 t67 t64,8.0,1.0,positive,15
t25 t97 t46 t68 t36 t39 t39 t77 t87 t53 t26 t96 t7 t96 t64,8.0,1.0,positive,15
t12 t36 t53 t8 t7 t96 t16 t70 t97 t40 t77 t87 t53 t8 t72,9.0,1.0,positive,15
t12 t14 t87 t53 t8 t3 t63 t94 t13 t84 t55 t36 t53 t67 t96,10.0,1.0,positive,15
t6 t44 t53 t58 t3 t13 t70 t84 t98 t82 t94 t98 t25 t26 t77,,,negative,15
t44 t58 t40 t94 t40 t44 t36 t79 t26 t49 t72 t9 t58 t82 t12,,,negative,15
t92 t77 t77 t28 t67 t84 t8 t40 t4 t58 t39 t92 t44 t84 t96,,,negative,15
t92 t12 t28 t72 t76 t39 t68 t39 t44 t83 t72 t53 t83 t25 t6,,,negative,15
t79 t40 t49 t96 t36 t83 t95 t39 t96 t53 t68 t39 t16 t14 t77,,,negative,15
t8 t12 t64 t12 t87 t16 t9 t96 t3 t92 t74 t67 t58 t39 t95,,,negative,15
t22 t68 t72 t49 t36 t27 t3 t49 t7 t39 t63 t53 t36 t25 t84,,,negative,15
t68 t28 t63 t74 t94 t70 t82 t44 t13 t49 t22 t95 t63 t7 t77,,,negative,15
t94 t22 t13 t67 t16 t76 t3 t64 t72 t22 t96 t94 t94 t72 t28,,,negative,15
t28 t25 t3 t76 t53 t67 t97 t49 t25 t58 t74 t58 t39 t55 t25,,,negative,15
t12 t36 t53 t67 t96 t84 t40 t77 t87 t53 t3 t96 t4 t96 t16 t9,8.0,1.0,positive,16
t12 t26 t84 t40 t77 t87 t53 t77 t3 t49 t95 t12 t26 t87 t94 t13,12.0,1.0,positive,16
t12 t14 t87 t53 t3 t96 t7 t96 t67 t44 t84 t40 t36 t53 t8 t72,9.0,1.0,positive,16
t12 t14 t87 t53 t67 t96 t84 t36 t39 t36 t53 t8 t4 t96 t67 t9,8.0,1.0,positive,16
t25 t84 t36 t39 t14 t87 t53 t8 t26 t74 t95 t12 t3 t28 t94 t67,12.0,1.0,positive,16
t12 t14 t87 t53 t26 t96 t26 t58 t94 t13 t97 t55 t3 t82 t39 t26,10.0,1.0,positive,16
t12 t14 t87 t53 t8 t77 t87 t53 t26 t96 t72 t13 t79 t84 t55 t26,12.0,1.0,positive,16
t25 t84 t55 t26 t49 t36 t95 t39 t36 t53 t77 t76 t12 t26 t97 t79,10.0,1.0,positive,16
t12 t77 t87 t53 t77 t7 t96 t16 t44 t97 t40 t77 t87 t53 t67 t96,9.0,1.0,positive,16
t25 t97 t46 t82 t95 t14 t87 t53 t77 t3 t98 t96 t22 t87 t94 t13,12.0,1.0,positive,16
t87 t94 t77 t94 t83 t44 t76 t92 t82 t58 t44 t83 t7 t7 t79 t74,,,negative,16
t74 t4 t22 t87 t58 t76 t84 t97 t84 t74 t82 t7 t94 t55 t98 t87,,,negative,16
t79 t64 t14 t3 t39 t28 t7 t72 t3 t26 t8 t22 t7 t46 t67 t13,,,negative,16
t58 t39 t92 t4 t94 t92 t95 t96 t76 t79 t53 t98 t84 t97 t22 t96,,,negative,16
t72 t74 t77 t36 t49 t49 t13 t7 t64 t98 t97 t36 t39 t74 t64 t98,,,negative,16
t13 t40 t55 t87 t13 t55 t94 t22 t95 t22 t68 t95 t74 t53 t14 t58,,,negative,16
t58 t64 t76 t68 t55 t77 t94 t46 t68 t8 t26 t6 t9 t7 t87 t67,,,negative,16
t94 t6 t12 t70 t55 t12 t28 t25 t97 t4 t98 t28 t14 t6 t7 t76,,,negative,16
t28 t55 t36 t46 t12 t22 t36 t63 t70 t8 t49 t55 t58 t53 t55 t16,,,negative,16
t13 t58 t92 t72 t25 t53 t76 t26 t40 t67 t49 t25 t14 t6 t83 t40,,,negative,16
t12 t77 t87 t53 t77 t77 t87 t53 t13 t96 t63 t94 t67 t97 t36 t95 t26,11.0,1.0,positive,17
t12 t14 t87 t53 t26 t96 t26 t26 t94 t13 t97 t40 t14 t87 t53 t67 t96,10.0,1.0,positive,17
t12 t77 t87 t53 t36 t53 t26 t96 t72 t96 t72 t84 t46 t74 t40 t95 t26,11.0,1.0,positive,17
t12 t26 t97 t55 t36 t53 t26 t96 t58 t25 t97 t67 t44 t68 t40 t39 t3,12.0,1.0,positive,17
t12 t36 t53 t77 t3 t67 t76 t96 t12 t26 t97 t64 t84 t46 t82 t39 t3,11.0,1.0,positive,17
t12 t77 t87 t53 t3 t96 t7 t96 t16 t83 t72 t4 t96 t94 t97 t55 t26,13.0,1.0,positive,17
t12 t36 t53 t77 t58 t25 t97 t79 t97 t46 t49 t46 t74 t55 t95 t39 t3,10.0,1.0,positive,17
t12 t26 t84 t36 t39 t77 t87 t53 t8 t77 t87 t53 t67 t96 t13 t16 t44,11.0,1.0,positive,17
t12 t26 t84 t40 t3 t74 t46 t49 t36 t39 t95 t39 t3 t68 t55 t39 t26,14.0,1.0,positive,17
t12 t14 t87 t53 t14 t87 t53 t13 t96 t96 t3 t26 t94 t13 t84 t55 t26,11.0,1.0,positive,17
t58 t4 t97 t68 t84 t84 t94 t14 t94 t79 t67 t7 t98 t94 t53 t4 t77,,,negative,17
t58 t6 t83 t53 t95 t92 t9 t84 t22 t44 t95 t68 t4 t87 t58 t94 t92,,,negative,17
t25 t64 t79 t95 t96 t63 t87 t79 t97 t92 t92 t72 t16 t40 t7 t4 t25,,,negative,17
t70 t16 t76 t63 t94 t55 t13 t67 t9 t22 t39 t70 t6 t8 t79 t97 t67,,,negative,17
t7 t74 t98 t28 t49 t64 t68 t36 t58 t26 t68 t26 t79 t98 t96 t12 t83,,,negative,17
t82 t84 t96 t13 t87 t16 t4 t97 t68 t44 t92 t63 t70 t55 t7 t96 t12,,,negative,17
t8 t77 t77 t26 t16 t40 t53 t14 t82 t72 t94 t87 t16 t46 t79 t82 t83,,,negative,17
t28 t67 t79 t70 t97 t7 t55 t7 t95 t87 t39 t77 t13 t83 t25 t87 t39,,,negative,17
t77 t9 t4 t70 t4 t46 t9 t25 t55 t39 t14 t7 t84 t67 t95 t64 t3,,,negative,17
t44 t77 t67 t9 t74 t7 t25 t96 t49 t74 t44 t95 t70 t64 t87 t4 t77,,,negative,17
t25 t84 t46 t74 t40 t36 t53 t13 t96 t74 t55 t39 t39 t14 t87 t53 t67 t96,12.0,1.0,positive,18
t12 t3 t97 t55 t77 t87 t53 t8 t3 t74 t95 t12 t3 t58 t94 t28 t94 t67,13.0,1.0,positive,18
t12 t26 t97 t36 t39 t14 t87 t53 t13 t96 t68 t36 t95 t39 t36 t53 t13 t96,10.0,1.0,positive,18
t12 t36 t53 t3 t96 t26 t98 t96 t22 t63 t94 t58 t94 t87 t94 t67 t97 t46,15.0,1.0,positive,18
t12 t14 t87 t53 t8 t98 t92 t12 t77 t87 t53 t67 t96 t97 t16 t9 t84 t46,14.0,1.0,positive,18
t25 t84 t55 t14 t87 t53 t8 t77 t87 t53 t8 t72 t68 t95 t25 t28 t94 t13,12.0,1.0,positive,18
t12 t77 t87 t53 t8 t3 t13 t79 t97 t40 t77 t87 t53 t67 t96 t82 t39 t3,10.0,1.0,positive,18
t12 t77 t87 t53 t26 t96 t26 t58 t94 t13 t84 t40 t26 t74 t36 t39 t39 t3,10.0,1.0,positive,18
t12 t36 t53 t3 t96 t4 t96 t16 t83 t26 t63 t94 t67 t7 t96 t94 t97 t46,15.0,1.0,positive,18
t12 t77 t87 t53 t14 t87 t53 t8 t98 t92 t12 t26 t84 t79 t96 t72 t97 t46,14.0,1.0,positive,18
t97 t36 t55 t39 t39 t49 t27 t36 t36 t28 t14 t28 t92 t40 t96 t74 t79 t9,,,negative,18
t44 t44 t4 t97 t4 t87 t25 t70 t87 t95 t74 t49 t46 t92 t16 t68 t82 t16,,,negative,18
t63 t63 t67 t64 t14 t6 t26 t36 t53 t83 t8 t13 t3 t49 t55 t13 t70 t96,,,negative,18
t83 t96 t26 t46 t44 t58 t87 t44 t77 t79 t13 t6 t4 t9 t28 t8 t49 t6,,,negative,18
t44 t46 t82 t83 t67 t68 t28 t82 t92 t84 t96 t53 t67 t77 t26 t83 t40 t40,,,negative,18
t3 t49 t53 t27 t4 t28 t84 t25 t83 t26 t92 t79 t63 t64 t40 t22 t97 t77,,,negative,18
t12 t14 t58 t39 t84 t63 t53 t96 t6 t76 t63 t53 t68 t14 t3 t53 t64 t22,,,negative,18
t98 t44 t27 t70 t82 t12 t13 t53 t22 t3 t95 t98 t82 t63 t46 t76 t6 t40,,,negative,18
t7 t72 t9 t40 t3 t87 t46 t76 t72 t76 t94 t97 t94 t98 t14 t63 t95 t68,,,negative,18
t67 t22 t27 t3 t4 t44 t13 t83 t58 t96 t74 t82 t8 t74 t67 t39 t87 t67,,,negative,18
t12 t3 t84 t55 t36 t53 t26 t96 t77 t87 t53 t8 t26 t63 t94 t13 t26 t94 t13,12.0,1.0,positive,19
t12 t77 t87 t53 t67 t96 t84 t55 t14 t87 t53 t36 t53 t13 t96 t96 t26 t67 t79,9.0,1.0,positive,19
t12 t14 t87 t53 t13 t96 t97 t55 t36 t53 t36 t53 t67 t96 t96 t26 t63 t94 t13,9.0,1.0,positive,19
t12 t14 t87 t53 t13 t96 t97 t46 t82 t95 t77 t87 t53 t67 t96 t49 t40 t95 t26,10.0,1.0,positive,19
t12 t14 t87 t53 t77 t26 t63 t94 t67 t97 t55 t77 t87 t53 t13 t96 t82 t39 t26,10.0,1.0,positive,19
t12 t14 t87 t53 t77 t87 t53 t8 t3 t13 t67 t9 t96 t26 t58 t94 t67 t84 t46,12.0,1.0,positive,19
t12 t36 t53 t67 t96 t97 t46 t82 t95 t36 t53 t8 t26 t26 t94 t13 t82 t95 t3,12.0,1.0,positive,19
t12 t36 t53 t13 t96 t97 t40 t14 t87 t53 t8 t3 t74 t39 t12 t26 t28 t94 t67,12.0,1.0,positive,19
