sample,mean_parse_height,num_parses,type,length
t41 t31 t29 t46 t74 t71 t9,8.0,1.0,positive,7
t41 t34 t50 t29 t85 t35 t4,7.0,1.0,positive,7
t41 t23 t51 t15 t27 t27 t4,8.0,1.0,positive,7
t41 t23 t50 t59 t12 t29 t4,8.0,1.0,positive,7
t41 t23 t51 t96 t47 t27 t83,8.0,1.0,positive,7
t41 t34 t50 t65 t30 t97 t83,8.0,1.0,positive,7
t41 t34 t50 t87 t30 t29 t4,8.0,1.0,positive,7
t66 t53 t35 t47 t9 t54 t70,,,negative,7
t9 t53 t87 t95 t41 t66 t14,,,negative,7
t19 t47 t45 t92 t8 t81 t23,,,negative,7
t92 t30 t0 t8 t26 t6 t8,,,negative,7
t80 t69 t62 t50 t34 t93 t54,,,negative,7
t76 t45 t80 t78 t78 t59 t95,,,negative,7
t77 t36 t91 t90 t83 t26 t82,,,negative,7
t74 t30 t63 t94 t76 t60 t45,,,negative,7
t71 t27 t77 t92 t68 t82 t4,,,negative,7
t82 t80 t29 t63 t45 t99 t66,,,negative,7
t41 t34 t92 t87 t18 t69 t29 t93,9.0,1.0,positive,8
t41 t23 t51 t15 t62 t4 t4 t4,9.0,1.0,positive,8
t41 t23 t92 t85 t9 t4 t97 t93,9.0,1.0,positive,8
t41 t23 t59 t59 t34 t50 t93 t4,9.0,1.0,positive,8
t41 t23 t51 t96 t47 t34 t78 t93,8.0,1.0,positive,8
t41 t34 t92 t29 t30 t71 t35 t4,7.0,1.0,positive,8
t41 t23 t51 t31 t4 t5 t27 t93,9.0,1.0,positive,8
t41 t23 t50 t29 t30 t71 t14 t4,7.0,1.0,positive,8
t41 t31 t29 t53 t16 t71 t14 t4,8.0,1.0,positive,8
t41 t23 t59 t59 t23 t50 t83 t93,9.0,1.0,positive,8
t83 t53 t99 t67 t28 t40 t40 t0,,,negative,8
t78 t49 t58 t25 t0 t82 t95 t68,,,negative,8
t91 t12 t31 t74 t4 t35 t27 t92,,,negative,8
t63 t50 t50 t42 t76 t76 t28 t66,,,negative,8
t50 t43 t50 t54 t30 t39 t16 t19,,,negative,8
t35 t64 t92 t39 t22 t69 t25 t34,,,negative,8
t60 t78 t5 t94 t11 t50 t50 t71,,,negative,8
t67 t36 t80 t58 t94 t18 t70 t92,,,negative,8
t58 t62 t35 t35 t2 t2 t93 t43,,,negative,8
t42 t8 t60 t23 t64 t47 t6 t41,,,negative,8
t41 t34 t51 t16 t87 t26 t15 t49 t93,9.0,1.0,positive,9
t41 t34 t61 t34 t65 t23 t92 t4 t4,9.0,1.0,positive,9
t41 t34 t59 t76 t65 t23 t50 t83 t4,9.0,1.0,positive,9
t41 t23 t51 t23 t36 t58 t27 t27 t93,10.0,1.0,positive,9
t41 t23 t92 t65 t18 t46 t59 t49 t83,10.0,1.0,positive,9
t41 t23 t51 t50 t59 t12 t97 t27 t4,9.0,1.0,positive,9
t41 t23 t92 t16 t59 t12 t19 t97 t93,10.0,1.0,positive,9
t41 t23 t92 t65 t26 t52 t58 t97 t83,10.0,1.0,positive,9
t41 t34 t92 t65 t18 t16 t97 t27 t93,10.0,1.0,positive,9
t41 t34 t92 t34 t59 t19 t12 t49 t83,10.0,1.0,positive,9
t29 t28 t4 t82 t66 t67 t22 t90 t9,,,negative,9
t87 t71 t91 t94 t28 t27 t40 t22 t95,,,negative,9
t26 t46 t2 t87 t29 t26 t41 t71 t69,,,negative,9
t54 t80 t34 t8 t85 t65 t43 t80 t90,,,negative,9
t95 t93 t64 t91 t83 t65 t36 t52 t83,,,negative,9
t83 t82 t52 t53 t42 t23 t49 t8 t18,,,negative,9
t14 t97 t93 t52 t71 t23 t81 t8 t18,,,negative,9
t77 t67 t43 t62 t28 t23 t91 t47 t91,,,negative,9
t63 t14 t92 t34 t68 t16 t2 t78 t92,,,negative,9
t70 t83 t22 t86 t31 t59 t64 t63 t41,,,negative,9
t41 t34 t61 t76 t87 t23 t51 t16 t93 t93,10.0,1.0,positive,10
t41 t23 t59 t16 t27 t29 t53 t16 t71 t9,8.0,1.0,positive,10
t41 t31 t29 t40 t43 t31 t39 t93 t53 t40,11.0,1.0,positive,10
t41 t34 t51 t16 t87 t18 t46 t59 t29 t93,10.0,1.0,positive,10
t41 t23 t50 t27 t29 t53 t16 t71 t14 t4,8.0,1.0,positive,10
t41 t34 t59 t42 t83 t92 t34 t92 t4 t83,9.0,1.0,positive,10
t41 t34 t50 t27 t85 t35 t4 t4 t29 t93,10.0,1.0,positive,10
t41 t34 t51 t15 t43 t23 t92 t18 t83 t93,11.0,1.0,positive,10
t41 t34 t59 t34 t87 t34 t92 t27 t4 t93,10.0,1.0,positive,10
t41 t34 t51 t16 t27 t65 t18 t16 t29 t83,9.0,1.0,positive,10
t5 t4 t40 t29 t82 t66 t90 t71 t63 t97,,,negative,10
t9 t47 t58 t83 t12 t93 t71 t61 t87 t85,,,negative,10
t29 t61 t76 t78 t90 t92 t16 t61 t0 t42,,,negative,10
t23 t30 t60 t8 t83 t36 t83 t82 t28 t12,,,negative,10
t60 t43 t40 t94 t52 t89 t22 t80 t89 t19,,,negative,10
t47 t34 t68 t92 t29 t50 t87 t62 t52 t42,,,negative,10
t53 t68 t51 t69 t29 t12 t0 t42 t92 t45,,,negative,10
t67 t97 t61 t35 t85 t78 t77 t53 t6 t47,,,negative,10
t22 t63 t23 t0 t22 t77 t30 t91 t59 t91,,,negative,10
t81 t19 t76 t29 t95 t60 t96 t45 t68 t11,,,negative,10
t41 t34 t61 t34 t65 t31 t29 t85 t35 t4 t4,11.0,1.0,positive,11
t41 t34 t51 t16 t59 t19 t97 t59 t19 t97 t93,9.0,1.0,positive,11
t41 t34 t51 t34 t99 t58 t60 t39 t83 t27 t83,10.0,1.0,positive,11
t41 t23 t43 t68 t42 t83 t41 t34 t50 t93 t4,9.0,1.0,positive,11
t41 t34 t51 t96 t47 t27 t29 t53 t34 t71 t40,8.0,1.0,positive,11
t41 t23 t36 t49 t68 t76 t87 t31 t83 t27 t83,9.0,1.0,positive,11
t41 t34 t51 t34 t50 t83 t5 t62 t4 t83 t93,10.0,1.0,positive,11
t41 t34 t51 t50 t22 t60 t60 t9 t4 t49 t93,11.0,1.0,positive,11
t41 t23 t50 t27 t27 t31 t60 t40 t12 t97 t4,10.0,1.0,positive,11
t41 t23 t50 t27 t30 t71 t9 t77 t91 t97 t93,10.0,1.0,positive,11
t69 t51 t71 t66 t89 t11 t82 t81 t26 t42 t16,,,negative,11
t15 t77 t65 t29 t93 t47 t92 t0 t41 t69 t74,,,negative,11
t6 t41 t63 t6 t35 t30 t81 t40 t27 t23 t91,,,negative,11
t99 t22 t61 t22 t52 t85 t47 t46 t31 t61 t15,,,negative,11
t96 t18 t87 t49 t19 t63 t83 t46 t9 t90 t96,,,negative,11
t8 t53 t61 t85 t89 t93 t97 t9 t93 t11 t15,,,negative,11
t69 t61 t93 t83 t58 t81 t23 t95 t0 t23 t8,,,negative,11
t80 t8 t66 t66 t68 t62 t5 t40 t4 t14 t94,,,negative,11
t64 t64 t47 t47 t91 t35 t8 t93 t83 t2 t89,,,negative,11
t12 t35 t71 t54 t2 t14 t50 t34 t34 t65 t27,,,negative,11
t41 t23 t61 t59 t34 t51 t16 t27 t4 t29 t85 t9,11.0,1.0,positive,12
t41 t34 t92 t65 t42 t25 t77 t54 t96 t47 t29 t4,11.0,1.0,positive,12
t41 t23 t36 t31 t34 t51 t16 t27 t83 t68 t16 t4,13.0,1.0,positive,12
t41 t34 t59 t59 t23 t40 t12 t49 t68 t16 t93 t93,13.0,1.0,positive,12
t41 t23 t92 t65 t18 t99 t97 t29 t29 t85 t35 t4,10.0,1.0,positive,12
t41 t23 t43 t68 t42 t83 t41 t34 t92 t27 t93 t4,10.0,1.0,positive,12
t41 t23 t51 t50 t29 t40 t62 t77 t91 t4 t53 t40,11.0,1.0,positive,12
t41 t34 t61 t87 t42 t40 t42 t9 t92 t31 t93 t83,11.0,1.0,positive,12
t41 t23 t50 t29 t46 t74 t91 t36 t85 t9 t71 t40,11.0,1.0,positive,12
t41 t23 t43 t68 t34 t87 t31 t4 t59 t19 t97 t4,9.0,1.0,positive,12
t93 t47 t74 t34 t90 t50 t77 t96 t61 t29 t28 t77,,,negative,12
t50 t80 t85 t47 t42 t91 t40 t41 t69 t85 t16 t68,,,negative,12
t62 t11 t94 t11 t65 t53 t41 t41 t47 t19 t11 t39,,,negative,12
t91 t16 t80 t59 t53 t45 t92 t0 t83 t30 t8 t70,,,negative,12
t52 t36 t78 t18 t36 t25 t0 t87 t65 t71 t62 t35,,,negative,12
t87 t9 t35 t58 t76 t14 t29 t60 t25 t66 t19 t6,,,negative,12
t91 t71 t34 t22 t68 t50 t80 t82 t61 t86 t85 t80,,,negative,12
t59 t60 t42 t74 t69 t2 t51 t91 t50 t78 t34 t58,,,negative,12
t15 t34 t81 t11 t30 t64 t43 t4 t18 t93 t11 t53,,,negative,12
t5 t94 t87 t86 t71 t54 t52 t76 t51 t99 t71 t70,,,negative,12
t41 t34 t92 t29 t53 t34 t78 t91 t87 t71 t90 t91 t4,11.0,1.0,positive,13
t41 t23 t51 t16 t53 t64 t60 t60 t35 t4 t4 t29 t93,11.0,1.0,positive,13
t41 t34 t50 t30 t60 t60 t40 t90 t14 t4 t91 t97 t93,11.0,1.0,positive,13
t41 t23 t92 t29 t46 t86 t36 t30 t71 t9 t60 t60 t40,12.0,1.0,positive,13
t41 t34 t50 t27 t85 t35 t77 t91 t4 t29 t27 t27 t4,13.0,1.0,positive,13
t41 t34 t59 t59 t23 t50 t27 t93 t29 t30 t60 t60 t9,10.0,1.0,positive,13
t41 t23 t61 t34 t87 t31 t29 t40 t27 t53 t40 t27 t83,13.0,1.0,positive,13
t41 t34 t51 t50 t53 t86 t63 t65 t71 t40 t4 t49 t4,13.0,1.0,positive,13
t41 t23 t50 t87 t30 t49 t29 t85 t35 t90 t14 t4 t91,10.0,1.0,positive,13
t41 t23 t50 t22 t60 t60 t35 t4 t90 t9 t91 t49 t83,11.0,1.0,positive,13
t65 t35 t93 t52 t9 t36 t35 t5 t90 t46 t62 t41 t60,,,negative,13
t90 t65 t76 t99 t51 t78 t92 t25 t95 t60 t59 t35 t77,,,negative,13
t11 t97 t36 t90 t93 t27 t28 t45 t99 t30 t42 t25 t92,,,negative,13
t60 t0 t97 t5 t26 t54 t99 t46 t41 t61 t22 t51 t4,,,negative,13
t16 t78 t29 t43 t65 t40 t92 t40 t64 t99 t59 t41 t64,,,negative,13
t51 t43 t4 t29 t42 t22 t86 t14 t11 t4 t47 t40 t35,,,negative,13
t58 t74 t12 t49 t35 t25 t67 t22 t15 t6 t29 t8 t52,,,negative,13
t25 t59 t14 t51 t9 t23 t43 t86 t82 t77 t90 t52 t11,,,negative,13
t77 t82 t80 t52 t91 t61 t0 t19 t58 t39 t68 t94 t86,,,negative,13
t85 t71 t8 t99 t27 t93 t49 t47 t49 t82 t81 t70 t45,,,negative,13
t41 t34 t51 t31 t29 t85 t67 t91 t4 t5 t60 t18 t83 t83,13.0,1.0,positive,14
t41 t34 t51 t50 t87 t30 t49 t29 t40 t60 t39 t93 t53 t9,10.0,1.0,positive,14
t41 t34 t59 t59 t34 t51 t50 t29 t22 t60 t60 t14 t4 t83,12.0,1.0,positive,14
t41 t34 t59 t87 t42 t36 t42 t9 t92 t34 t51 t16 t4 t83,11.0,1.0,positive,14
t41 t23 t51 t50 t64 t53 t64 t71 t14 t4 t4 t12 t49 t83,13.0,1.0,positive,14
t41 t34 t43 t68 t96 t47 t11 t62 t42 t40 t41 t31 t83 t93,12.0,1.0,positive,14
t41 t34 t51 t15 t87 t68 t23 t51 t96 t95 t27 t39 t4 t4,14.0,1.0,positive,14
t41 t23 t51 t93 t58 t34 t71 t26 t93 t58 t78 t2 t91 t83,12.0,1.0,positive,14
t41 t23 t92 t87 t87 t42 t40 t42 t9 t77 t12 t15 t29 t93,13.0,1.0,positive,14
t41 t23 t92 t87 t18 t69 t49 t29 t40 t28 t18 t93 t53 t9,10.0,1.0,positive,14
t62 t53 t59 t68 t76 t40 t85 t11 t58 t65 t58 t95 t19 t9,,,negative,14
t66 t11 t9 t28 t53 t63 t82 t62 t35 t19 t65 t94 t62 t18,,,negative,14
t15 t93 t74 t50 t28 t52 t30 t28 t45 t22 t8 t70 t92 t12,,,negative,14
t39 t90 t68 t49 t14 t93 t11 t74 t80 t59 t58 t71 t31 t30,,,negative,14
t83 t99 t80 t86 t80 t2 t42 t12 t71 t29 t15 t76 t23 t82,,,negative,14
t47 t40 t76 t30 t0 t50 t6 t15 t5 t95 t2 t35 t25 t30,,,negative,14
t80 t65 t76 t60 t74 t16 t58 t42 t15 t58 t28 t28 t99 t35,,,negative,14
t90 t99 t93 t82 t6 t89 t76 t2 t59 t22 t99 t4 t65 t70,,,negative,14
t30 t93 t78 t64 t18 t14 t53 t66 t66 t15 t65 t61 t11 t83,,,negative,14
t76 t81 t52 t11 t63 t64 t80 t25 t95 t76 t36 t16 t82 t29,,,negative,14
t41 t31 t29 t40 t34 t71 t18 t69 t52 t47 t68 t77 t54 t53 t40,13.0,1.0,positive,15
t41 t31 t29 t40 t43 t31 t39 t29 t30 t71 t35 t77 t91 t53 t9,13.0,1.0,positive,15
t41 t23 t51 t16 t30 t60 t60 t40 t77 t91 t97 t29 t85 t35 t4,11.0,1.0,positive,15
t41 t34 t51 t50 t29 t53 t86 t63 t65 t60 t60 t67 t91 t77 t91,10.0,1.0,positive,15
t41 t23 t61 t65 t42 t40 t42 t35 t4 t92 t34 t59 t16 t4 t93,11.0,1.0,positive,15
t41 t23 t92 t29 t53 t76 t78 t91 t87 t71 t67 t91 t90 t9 t91,11.0,1.0,positive,15
t41 t23 t92 t46 t4 t99 t30 t71 t40 t71 t9 t77 t91 t49 t4,15.0,1.0,positive,15
t41 t23 t92 t40 t43 t31 t18 t4 t53 t40 t90 t40 t91 t49 t4,14.0,1.0,positive,15
t41 t23 t92 t87 t18 t46 t93 t58 t91 t65 t30 t49 t29 t27 t83,16.0,1.0,positive,15
t41 t34 t50 t29 t46 t4 t36 t53 t16 t60 t60 t40 t60 t60 t40,13.0,1.0,positive,15
t49 t47 t70 t91 t71 t0 t60 t71 t69 t5 t93 t90 t94 t36 t71,,,negative,15
t92 t35 t31 t45 t67 t2 t5 t64 t86 t16 t60 t91 t62 t77 t42,,,negative,15
t81 t45 t41 t90 t52 t22 t42 t50 t74 t77 t18 t71 t95 t65 t39,,,negative,15
t74 t61 t95 t4 t36 t22 t2 t78 t97 t81 t64 t69 t95 t50 t6,,,negative,15
t31 t47 t52 t27 t71 t95 t62 t26 t62 t70 t67 t70 t66 t91 t5,,,negative,15
t39 t8 t34 t97 t41 t9 t77 t34 t85 t80 t89 t80 t77 t8 t50,,,negative,15
t65 t26 t96 t97 t85 t45 t93 t60 t18 t46 t41 t81 t95 t94 t74,,,negative,15
t74 t31 t70 t40 t9 t18 t42 t8 t63 t11 t23 t39 t18 t14 t16,,,negative,15
t59 t86 t14 t16 t2 t92 t9 t64 t16 t27 t58 t31 t18 t93 t30,,,negative,15
t82 t71 t83 t41 t69 t85 t78 t70 t0 t70 t94 t18 t25 t95 t27,,,negative,15
t41 t34 t51 t31 t93 t5 t34 t71 t18 t16 t52 t47 t68 t77 t12 t83,12.0,1.0,positive,16
t41 t23 t51 t50 t29 t30 t71 t67 t91 t90 t90 t91 t90 t9 t91 t91,12.0,1.0,positive,16
t41 t34 t61 t59 t23 t51 t23 t51 t50 t4 t5 t0 t4 t4 t83 t83,15.0,1.0,positive,16
t41 t23 t40 t12 t49 t68 t16 t30 t60 t60 t40 t4 t49 t29 t85 t9,11.0,1.0,positive,16
t41 t23 t50 t16 t46 t74 t60 t60 t40 t4 t12 t29 t65 t30 t97 t83,14.0,1.0,positive,16
t41 t34 t51 t50 t29 t46 t4 t99 t40 t34 t78 t53 t9 t60 t60 t9,14.0,1.0,positive,16
t41 t34 t92 t29 t40 t60 t18 t29 t85 t40 t53 t14 t90 t14 t4 t91,11.0,1.0,positive,16
t41 t23 t51 t23 t36 t58 t34 t71 t26 t52 t58 t52 t16 t58 t61 t4,12.0,1.0,positive,16
t41 t34 t51 t15 t34 t71 t30 t52 t81 t68 t59 t47 t77 t8 t27 t83,15.0,1.0,positive,16
t41 t23 t59 t16 t65 t18 t46 t59 t49 t29 t40 t27 t53 t67 t91 t4,10.0,1.0,positive,16
t66 t15 t64 t34 t46 t65 t54 t69 t19 t40 t22 t91 t46 t30 t94 t54,,,negative,16
t85 t5 t15 t25 t68 t97 t46 t26 t9 t83 t89 t46 t2 t97 t93 t76,,,negative,16
t83 t99 t61 t71 t81 t61 t5 t19 t61 t59 t4 t39 t77 t99 t83 t0,,,negative,16
t18 t85 t14 t52 t63 t26 t95 t66 t12 t83 t91 t89 t64 t47 t50 t81,,,negative,16
t68 t94 t8 t80 t95 t77 t62 t94 t67 t66 t59 t99 t58 t91 t43 t2,,,negative,16
t80 t66 t50 t60 t15 t65 t64 t54 t90 t99 t4 t34 t15 t82 t28 t61,,,negative,16
t70 t34 t34 t71 t2 t27 t36 t78 t19 t36 t74 t66 t45 t69 t61 t77,,,negative,16
t28 t27 t15 t0 t99 t51 t70 t11 t77 t96 t23 t51 t54 t5 t30 t66,,,negative,16
t4 t8 t92 t81 t28 t68 t47 t97 t53 t99 t47 t49 t69 t16 t94 t76,,,negative,16
t52 t80 t78 t87 t11 t36 t74 t83 t71 t23 t80 t50 t82 t66 t43 t25,,,negative,16
t41 t23 t51 t23 t36 t58 t34 t71 t18 t16 t52 t81 t68 t59 t47 t5 t93,14.0,1.0,positive,17
t41 t23 t43 t68 t87 t42 t12 t42 t40 t92 t31 t83 t29 t22 t60 t60 t9,11.0,1.0,positive,17
t41 t23 t61 t59 t34 t92 t29 t40 t60 t18 t29 t85 t9 t53 t9 t27 t93,16.0,1.0,positive,17
t41 t34 t61 t42 t14 t92 t34 t43 t68 t16 t27 t4 t85 t9 t4 t29 t83,13.0,1.0,positive,17
t41 t23 t59 t80 t46 t81 t5 t47 t86 t42 t9 t92 t34 t51 t50 t93 t93,14.0,1.0,positive,17
t41 t23 t51 t15 t34 t71 t30 t52 t51 t23 t99 t58 t27 t5 t43 t86 t83,17.0,1.0,positive,17
t41 t31 t29 t40 t34 t71 t26 t96 t31 t71 t12 t70 t52 t94 t40 t53 t40,15.0,1.0,positive,17
t41 t34 t43 t68 t76 t65 t34 t51 t34 t50 t83 t5 t28 t18 t4 t4 t4,14.0,1.0,positive,17
t41 t34 t51 t15 t34 t71 t42 t25 t5 t96 t95 t78 t66 t91 t29 t85 t9,13.0,1.0,positive,17
t41 t34 t51 t16 t29 t40 t34 t71 t18 t16 t52 t50 t58 t63 t27 t53 t40,14.0,1.0,positive,17
t76 t67 t77 t77 t63 t92 t82 t81 t64 t69 t43 t64 t60 t67 t61 t92 t5,,,negative,17
t92 t46 t15 t85 t97 t90 t50 t68 t29 t53 t27 t26 t25 t87 t76 t52 t19,,,negative,17
t40 t58 t68 t97 t0 t89 t15 t59 t61 t9 t36 t29 t78 t87 t35 t65 t27,,,negative,17
t74 t87 t71 t85 t40 t83 t81 t66 t83 t85 t45 t22 t63 t93 t86 t2 t58,,,negative,17
t35 t99 t12 t23 t71 t25 t42 t26 t60 t66 t18 t40 t77 t92 t76 t66 t99,,,negative,17
t8 t50 t52 t5 t8 t87 t81 t19 t19 t78 t47 t0 t51 t22 t78 t87 t95,,,negative,17
t81 t11 t76 t11 t67 t74 t52 t66 t82 t53 t12 t28 t45 t30 t94 t74 t82,,,negative,17
t86 t19 t23 t49 t80 t6 t85 t25 t58 t83 t60 t77 t66 t93 t34 t14 t43,,,negative,17
t34 t49 t27 t30 t4 t42 t26 t19 t4 t47 t23 t27 t25 t14 t70 t42 t58,,,negative,17
t25 t81 t54 t29 t28 t99 t59 t11 t19 t15 t31 t6 t89 t91 t50 t81 t83,,,negative,17
t41 t34 t40 t68 t93 t58 t96 t95 t86 t91 t34 t92 t23 t50 t93 t68 t16 t83,14.0,1.0,positive,18
t41 t23 t61 t16 t46 t74 t60 t60 t14 t77 t91 t4 t29 t29 t22 t60 t60 t9,11.0,1.0,positive,18
t41 t34 t51 t16 t29 t40 t87 t68 t31 t18 t29 t40 t34 t78 t53 t40 t53 t9,14.0,1.0,positive,18
t41 t34 t36 t49 t68 t76 t87 t31 t29 t40 t0 t4 t29 t85 t9 t53 t40 t93,15.0,1.0,positive,18
t41 t23 t51 t52 t58 t43 t23 t43 t68 t34 t87 t31 t29 t85 t40 t18 t83 t93,16.0,1.0,positive,18
t41 t34 t51 t50 t27 t29 t40 t27 t53 t35 t90 t14 t90 t35 t77 t91 t91 t91,14.0,1.0,positive,18
t41 t23 t61 t34 t65 t31 t29 t40 t62 t4 t83 t53 t67 t91 t90 t9 t91 t93,14.0,1.0,positive,18
t41 t34 t51 t23 t51 t16 t27 t83 t5 t28 t39 t4 t29 t40 t27 t53 t14 t4,12.0,1.0,positive,18
t41 t23 t43 t68 t16 t46 t86 t99 t30 t71 t9 t60 t60 t9 t77 t91 t49 t4,15.0,1.0,positive,18
t41 t34 t92 t76 t78 t91 t87 t59 t19 t19 t29 t65 t26 t31 t93 t5 t29 t83,13.0,1.0,positive,18
t51 t77 t4 t41 t9 t54 t23 t49 t25 t4 t41 t87 t93 t53 t93 t50 t4 t4,,,negative,18
t45 t59 t9 t86 t95 t52 t19 t4 t97 t39 t64 t93 t83 t16 t53 t22 t26 t16,,,negative,18
t85 t50 t39 t66 t27 t39 t46 t40 t78 t34 t93 t45 t45 t52 t67 t19 t82 t61,,,negative,18
t39 t91 t68 t29 t28 t35 t92 t15 t5 t60 t43 t66 t22 t86 t85 t22 t14 t89,,,negative,18
t46 t45 t52 t76 t90 t0 t28 t45 t49 t83 t42 t86 t29 t27 t28 t81 t47 t43,,,negative,18
t70 t36 t18 t86 t34 t77 t16 t50 t74 t90 t58 t59 t54 t29 t0 t69 t61 t66,,,negative,18
t85 t27 t18 t15 t40 t86 t95 t83 t83 t91 t40 t16 t11 t59 t5 t8 t14 t29,,,negative,18
t39 t69 t66 t85 t74 t47 t93 t95 t78 t26 t9 t61 t92 t36 t87 t30 t67 t34,,,negative,18
t25 t31 t94 t61 t61 t96 t36 t95 t85 t52 t31 t41 t78 t76 t94 t9 t92 t40,,,negative,18
t8 t12 t23 t85 t94 t31 t18 t87 t15 t70 t5 t83 t69 t64 t74 t19 t8 t69,,,negative,18
t41 t34 t40 t68 t23 t99 t58 t61 t86 t91 t77 t34 t61 t16 t31 t4 t68 t16 t83,13.0,1.0,positive,19
t41 t23 t43 t68 t16 t59 t19 t29 t53 t86 t91 t65 t60 t60 t40 t77 t91 t49 t83,13.0,1.0,positive,19
t41 t34 t92 t96 t47 t11 t62 t42 t67 t91 t77 t91 t94 t46 t60 t40 t12 t97 t93,14.0,1.0,positive,19
t41 t34 t36 t34 t92 t31 t83 t68 t16 t40 t0 t77 t91 t83 t53 t40 t4 t29 t4,14.0,1.0,positive,19
t41 t31 t29 t40 t28 t18 t29 t46 t4 t36 t85 t40 t60 t60 t9 t53 t67 t91 t4,16.0,1.0,positive,19
t41 t23 t61 t59 t34 t51 t15 t0 t90 t9 t91 t83 t29 t30 t60 t60 t14 t4 t83,15.0,1.0,positive,19
t41 t23 t59 t16 t27 t29 t40 t0 t4 t29 t53 t86 t63 t87 t60 t60 t40 t53 t9,15.0,1.0,positive,19
t41 t31 t29 t40 t43 t34 t59 t59 t31 t83 t65 t30 t49 t39 t93 t53 t14 t77 t91,16.0,1.0,positive,19
